"ID","ID_FLUSSO","ANNO_PRA","NUM_PRA","COD_NUC","PRG_NUC","DAT_ACQUISIZIONE_DOC","PERCORSO_DOC","DAT_POPOLA_PILOTA"
"182525","202412","2024","00078127","020614","1",,,"06/12/2024"
"182853","202412","2024","00078128","020630","1",,,"06/12/2024"
"183105","202412","2024","00078129","020542","1",,,"06/12/2024"
"183395","202412","2024","00078130","020590","1",,,"06/12/2024"
"183820","202412","2024","00078131","020634","1",,,"06/12/2024"
"183865","202412","2024","00078132","020487","1",,,"06/12/2024"
"182458","202412","2024","00078133","020515","1",,,"06/12/2024"
"183932","202412","2024","00078134","020523","1",,,"06/12/2024"
"181325","202412","2024","00078135","020588","1",,,"06/12/2024"
"181328","202412","2024","00078136","020588","1",,,"06/12/2024"
"181408","202412","2024","00078137","020540","1",,,"06/12/2024"
"182006","202412","2024","00078138","020582","1",,,"06/12/2024"
"182031","202412","2024","00078139","020553","1",,,"06/12/2024"
"182402","202412","2024","00078140","020562","1",,,"06/12/2024"
"183056","202412","2024","00078141","020631","1",,,"06/12/2024"
"181678","202412","2024","00078142","020361","1",,,"06/12/2024"
"181687","202412","2024","00078143","020619","1",,,"06/12/2024"
"181806","202412","2024","00078144","020496","1",,,"06/12/2024"
"181985","202412","2024","00078145","020534","1",,,"06/12/2024"
"183473","202412","2024","00078146","020549","1",,,"06/12/2024"
"183103","202412","2024","00078147","020618","1",,,"06/12/2024"
"183993","202412","2024","00078148","020495","1",,,"06/12/2024"
"181899","202412","2024","00078149","020577","1",,,"06/12/2024"
"182355","202412","2024","00078150","020583","1",,,"06/12/2024"
"182519","202412","2024","00078151","020541","1",,,"06/12/2024"
"182981","202412","2024","00078152","020612","1",,,"06/12/2024"
"183029","202412","2024","00078153","020527","1",,,"06/12/2024"
"183239","202412","2024","00078154","020486","1",,,"06/12/2024"
"183121","202412","2024","00078156","020571","1",,,"06/12/2024"
"181606","202412","2024","00078157","020555","1",,,"06/12/2024"
"181810","202412","2024","00078158","020504","1",,,"06/12/2024"
"182092","202412","2024","00078159","020539","1",,,"06/12/2024"
"182606","202412","2024","00078160","020533","1",,,"06/12/2024"
"183582","202412","2024","00078161","020518","1",,,"06/12/2024"
"183614","202412","2024","00078162","020603","1",,,"06/12/2024"
"182750","202412","2024","00078163","020516","1",,,"06/12/2024"
"183632","202412","2024","00078164","020594","1",,,"06/12/2024"
"183686","202412","2024","00078165","020610","1",,,"06/12/2024"
"184053","202412","2024","00078166","020535","1",,,"06/12/2024"
"182837","202412","2024","00078167","020537","1",,,"06/12/2024"
"183388","202412","2024","00078168","020590","1",,,"06/12/2024"
"183464","202412","2024","00078169","020327","1",,,"06/12/2024"
"183600","202412","2024","00078170","014741","1",,,"06/12/2024"
"183707","202412","2024","00078171","020563","1",,,"06/12/2024"
"179876","202411","2024","00067690","019264","1",,,"07/11/2024"
"178953","202411","2024","00067691","014540","1",,,"07/11/2024"
"177823","202411","2024","00067692","020359","1",,,"07/11/2024"
"179193","202411","2024","00067693","020339","1",,,"07/11/2024"
"181103","202411","2024","00067694","020284","1",,,"07/11/2024"
"166954","202411","2024","00067695","020368","1",,,"07/11/2024"
"176320","202411","2024","00067696","020302","1",,,"07/11/2024"
"177476","202411","2024","00067697","020312","1",,,"07/11/2024"
"177772","202411","2024","00067698","020298","1",,,"07/11/2024"
"179497","202411","2024","00067699","019862","1",,,"07/11/2024"
"180275","202411","2024","00067700","020314","1",,,"07/11/2024"
"178209","202411","2024","00067701","019638","1",,,"07/11/2024"
"178957","202411","2024","00067702","014540","1",,,"07/11/2024"
"179610","202411","2024","00067703","014711","1",,,"07/11/2024"
"176053","202411","2024","00067704","020293","1",,,"07/11/2024"
"177487","202411","2024","00067705","020378","1",,,"07/11/2024"
"177622","202411","2024","00067706","020279","1",,,"07/11/2024"
"179402","202411","2024","00067707","020349","1",,,"07/11/2024"
"180968","202411","2024","00067759","019246","1",,,"07/11/2024"
"176270","202411","2024","00067760","020292","1",,,"07/11/2024"
"176570","202411","2024","00067761","020332","1",,,"07/11/2024"
"176926","202411","2024","00067762","020272","1",,,"07/11/2024"
"177975","202411","2024","00067763","014768","1",,,"07/11/2024"
"180015","202411","2024","00067764","020266","1",,,"07/11/2024"
"181174","202411","2024","00067765","020275","1",,,"07/11/2024"
"176639","202411","2024","00067766","020286","1",,,"07/11/2024"
"178211","202411","2024","00067767","019638","1",,,"07/11/2024"
"178212","202411","2024","00067768","019638","1",,,"07/11/2024"
"180441","202411","2024","00067769","020274","1",,,"07/11/2024"
"176442","202411","2024","00067770","019616","1",,,"07/11/2024"
"177467","202411","2024","00067771","020315","1",,,"07/11/2024"
"179181","202411","2024","00067772","020361","1",,,"07/11/2024"
"179850","202411","2024","00067773","020308","1",,,"07/11/2024"
"180372","202411","2024","00067774","020344","1",,,"07/11/2024"
"181137","202411","2024","00067775","020346","1",,,"07/11/2024"
"178254","202411","2024","00067776","020309","1",,,"07/11/2024"
"178294","202411","2024","00067777","020347","1",,,"07/11/2024"
"176601","202411","2024","00067778","020348","1",,,"07/11/2024"
"178229","202411","2024","00067779","020323","1",,,"07/11/2024"
"179050","202411","2024","00067780","020280","1",,,"07/11/2024"
"180018","202411","2024","00067781","014432","1",,,"07/11/2024"
"180434","202411","2024","00067782","020321","1",,,"07/11/2024"
"176669","202411","2024","00067783","019812","1",,,"07/11/2024"
"177155","202411","2024","00067784","020330","1",,,"07/11/2024"
"177679","202411","2024","00067785","020271","1",,,"07/11/2024"
"178332","202411","2024","00067786","020351","1",,,"07/11/2024"
"179072","202411","2024","00067787","020360","1",,,"07/11/2024"
"179351","202411","2024","00067788","020327","1",,,"07/11/2024"
"179518","202411","2024","00067789","020374","1",,,"07/11/2024"
"180021","202411","2024","00067790","014768","1",,,"07/11/2024"
"180629","202411","2024","00067791","019543","1",,,"07/11/2024"
"180763","202411","2024","00067792","020366","1",,,"07/11/2024"
"178745","202411","2024","00067793","020376","1",,,"07/11/2024"
"178929","202411","2024","00067794","020363","1",,,"07/11/2024"
"176378","202411","2024","00067795","020328","1",,,"07/11/2024"
"179362","202411","2024","00067796","020369","1",,,"07/11/2024"
"180153","202411","2024","00067797","020355","1",,,"07/11/2024"
"180923","202411","2024","00067798","020294","1",,,"07/11/2024"
"180238","202411","2024","00067799","020299","1",,,"07/11/2024"
"179206","202411","2024","00067800","014860","1",,,"07/11/2024"
"180129","202411","2024","00067801","020329","1",,,"07/11/2024"
"172607","202411","2024","00067802","020306","1",,,"07/11/2024"
"172624","202411","2024","00067803","020324","1",,,"07/11/2024"
"176303","202411","2024","00067804","020342","1",,,"07/11/2024"
"176335","202411","2024","00067805","019856","1",,,"07/11/2024"
"177874","202411","2024","00067806","020307","1",,,"07/11/2024"
"178489","202411","2024","00067807","020353","1",,,"07/11/2024"
"179712","202411","2024","00067808","020367","1",,,"07/11/2024"
"179859","202411","2024","00067809","020301","1",,,"07/11/2024"
"180653","202411","2024","00067810","020358","1",,,"07/11/2024"
"177437","202411","2024","00067811","020340","1",,,"07/11/2024"
"176070","202411","2024","00067812","020364","1",,,"07/11/2024"
"176317","202411","2024","00067813","020342","1",,,"07/11/2024"
"176847","202411","2024","00067814","020362","1",,,"07/11/2024"
"178066","202411","2024","00067815","020277","1",,,"07/11/2024"
"181081","202411","2024","00067816","020264","1",,,"07/11/2024"
"181071","202411","2024","00067817","020305","1",,,"07/11/2024"
"176973","202411","2024","00067818","020296","1",,,"07/11/2024"
"178144","202411","2024","00067819","020350","1",,,"07/11/2024"
"179548","202411","2024","00067820","020326","1",,,"07/11/2024"
"179699","202411","2024","00067821","020303","1",,,"07/11/2024"
"181080","202411","2024","00067822","020365","1",,,"07/11/2024"
"176699","202411","2024","00067823","020291","1",,,"07/11/2024"
"178832","202411","2024","00067824","020283","1",,,"07/11/2024"
"179146","202411","2024","00067825","019536","1",,,"07/11/2024"
"179177","202411","2024","00067826","020320","1",,,"07/11/2024"
"176507","202411","2024","00067827","020289","1",,,"07/11/2024"
"176839","202411","2024","00067828","014681","1",,,"07/11/2024"
"179642","202411","2024","00067829","014698","1",,,"07/11/2024"
"179796","202411","2024","00067830","020336","1",,,"07/11/2024"
"179823","202411","2024","00067831","019816","1",,,"07/11/2024"
"181260","202411","2024","00067832","020335","1",,,"07/11/2024"
"179803","202411","2024","00067833","014691","1",,,"07/11/2024"
"180260","202411","2024","00067834","020371","1",,,"07/11/2024"
"176461","202411","2024","00067835","020295","1",,,"07/11/2024"
"180476","202411","2024","00067836","020270","1",,,"07/11/2024"
"178596","202411","2024","00067837","020310","1",,,"07/11/2024"
"179598","202411","2024","00067838","020304","1",,,"07/11/2024"
"177280","202411","2024","00067839","020316","1",,,"07/11/2024"
