"TIPO_PAGAMENTO","PRG_ASSEGNO","NUM_ASSEGNO_BONIFICO","DAT_PAGAMENTO","IMPORTO","COD_ENTE_INTEST","DAT_ADDEBITO","FLG_STAMPATO","FLG_A_B_UFFICIO","ORIGINE","COD_COMP","COD_PROVIDER","COD_NUC","PRG_NUC","INTEST_DEC_1","INTEST_DEC_2","NOTA_1","NOTA_2","NOTA_3","COD_STR"
"B","44876","44876","2024-11-21 00:00:00.0","18.7",,,"S","S","P","0001",,"008042","1",,,"2024","00071316",,
"B","44877","44877","2024-11-21 00:00:00.0","7.2",,,"S","S","P","0001",,"004444","5",,,"2024","00071330",,
"B","44878","44878","2024-11-21 00:00:00.0","33",,,"S","S","P","0001",,"008484","1",,,"2024","00071332",,
"B","44879","44879","2024-11-21 00:00:00.0","33",,,"S","S","P","0001",,"008484","1",,,"2024","00071334",,
"B","44880","44880","2024-11-21 00:00:00.0","33",,,"S","S","P","0001",,"008484","1",,,"2024","00071336",,
"B","44881","44881","2024-11-21 00:00:00.0","16.42",,,"S","S","P","0001",,"011115","1",,,"2024","00071342",,
"B","44882","44882","2024-11-21 00:00:00.0","92",,,"S","S","P","0001",,"008042","3",,,"2024","00071344",,
"B","44883","44883","2024-11-21 00:00:00.0","14.72",,,"S","S","P","0001",,"011319","2",,,"2024","00071346",,
"B","44884","44884","2024-11-21 00:00:00.0","270",,,"S","S","P","0001",,"017043","3",,,"2024","00071352",,
"B","44885","44885","2024-11-21 00:00:00.0","420",,,"S","S","P","0001",,"011319","2",,,"2024","00071356",,
"B","44886","44886","2024-11-21 00:00:00.0","130",,,"S","S","P","0001",,"011319","2",,,"2024","00071358",,
"B","44887","44887","2024-11-21 00:00:00.0","37.55",,,"S","S","P","0001",,"008015","1",,,"2024","00071370",,
"B","44888","44888","2024-11-21 00:00:00.0","37.32",,,"S","S","P","0001",,"011165","2",,,"2024","00071378",,
"B","44889","44889","2024-11-21 00:00:00.0","180",,,"S","S","P","0001",,"007957","1",,,"2024","00071380",,
"B","44890","44890","2024-11-21 00:00:00.0","81.15",,,"S","S","P","0001",,"010754","1",,,"2024","00071386",,
"B","44891","44891","2024-11-21 00:00:00.0","31.3",,,"S","S","P","0001",,"005253","1",,,"2024","00071388",,
"B","44892","44892","2024-11-21 00:00:00.0","25",,,"S","S","P","0001",,"010930","3",,,"2024","00071402",,
"B","44893","44893","2024-11-21 00:00:00.0","36.15",,,"S","S","P","0001",,"007732","2",,,"2024","00071411",,
"B","44894","44894","2024-11-21 00:00:00.0","168",,,"S","S","P","0005",,"006556","2",,,"2024","00071421",,
"B","44895","44895","2024-11-21 00:00:00.0","56",,,"S","S","P","0001",,"011115","1",,,"2024","00071425",,
"B","44896","44896","2024-11-21 00:00:00.0","170",,,"S","S","P","0005",,"006547","2",,,"2024","00071426",,
"B","44897","44897","2024-11-21 00:00:00.0","900",,,"S","S","P","0005",,"006567","1",,,"2024","00071427",,
"B","44898","44898","2024-11-21 00:00:00.0","400",,,"S","S","P","0005",,"006567","1",,,"2024","00071428",,
"B","44899","44899","2024-11-25 00:00:00.0","503.99",,,"S","S","P","0001",,"009176","1",,,"2023","00000966",,
"B","44900","44900","2024-11-25 00:00:00.0","74.01",,,"S","S","P","0001",,"004677","1",,,"2023","00000969",,
"B","44901","44901","2024-11-25 00:00:00.0","550",,,"S","S","P","0001",,"009249","1",,,"2023","00000977",,
"B","44902","44902","2024-11-25 00:00:00.0","67",,,"S","S","P","0001",,"009249","1",,,"2023","00000979",,
"B","44903","44903","2024-11-25 00:00:00.0","320",,,"S","S","P","0073",,"013337","1",,,"2023","00001003",,
"B","44904","44904","2024-11-28 00:00:00.0","450",,,"S","S","P","0001",,"019517","1",,,"2024","00062625",,
"B","44905","44905","2024-11-28 00:00:00.0","121.5",,,"S","S","P","0001",,"020370","1",,,"2024","00067684",,
"B","44906","44906","2024-11-28 00:00:00.0","739.5",,,"S","S","P","0001",,"020275","1",,,"2024","00067685",,
"B","44907","44907","2024-11-28 00:00:00.0","443",,,"S","S","P","0001",,"020343","1",,,"2024","00067686",,
"B","44908","44908","2024-11-28 00:00:00.0","420",,,"S","S","P","0001",,"020322","1",,,"2024","00067687",,
"B","44909","44909","2024-11-28 00:00:00.0","472.5",,,"S","S","P","0001",,"019658","1",,,"2024","00067688",,
"B","44910","44910","2024-11-28 00:00:00.0","250",,,"S","S","P","0001",,"020334","1",,,"2024","00067689",,
"B","44911","44911","2024-11-28 00:00:00.0","696",,,"S","S","P","0001",,"019264","1",,,"2024","00067690",,
"B","44912","44912","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"014540","1",,,"2024","00067691",,
"B","44913","44913","2024-11-28 00:00:00.0","80",,,"S","S","P","0001",,"020359","1",,,"2024","00067692",,
"B","44914","44914","2024-11-28 00:00:00.0","300",,,"S","S","P","0001",,"020339","1",,,"2024","00067693",,
"B","44915","44915","2024-11-28 00:00:00.0","400",,,"S","S","P","0001",,"020284","1",,,"2024","00067694",,
"B","44916","44916","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"020368","1",,,"2024","00067695",,
"B","44917","44917","2024-11-28 00:00:00.0","780",,,"S","S","P","0001",,"020302","1",,,"2024","00067696",,
"B","44918","44918","2024-11-28 00:00:00.0","455.63",,,"S","S","P","0001",,"020312","1",,,"2024","00067697",,
"B","44919","44919","2024-11-28 00:00:00.0","78",,,"S","S","P","0001",,"020298","1",,,"2024","00067698",,
"B","44920","44920","2024-11-28 00:00:00.0","525",,,"S","S","P","0001",,"019862","1",,,"2024","00067699",,
"B","44921","44921","2024-11-28 00:00:00.0","353",,,"S","S","P","0001",,"020314","1",,,"2024","00067700",,
"B","44922","44922","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"019638","1",,,"2024","00067701",,
"B","47818","47818","2024-12-12 00:00:00.0","23",,,"S","S","P","0001",,"009947","1",,,"2024","00078448",,
"B","47819","47819","2024-12-12 00:00:00.0","59",,,"S","S","P","0001",,"011148","2",,,"2024","00078450",,
"B","47820","47820","2024-12-12 00:00:00.0","88",,,"S","S","P","0001",,"013906","1",,,"2024","00078454",,
"B","47821","47821","2024-12-12 00:00:00.0","128",,,"S","S","P","0001",,"007515","4",,,"2024","00078466",,
"B","47822","47822","2024-12-12 00:00:00.0","70",,,"S","S","P","0001",,"011075","1",,,"2024","00078474",,
"B","47823","47823","2024-12-12 00:00:00.0","31.9",,,"S","S","P","0001",,"009099","1",,,"2024","00078480",,
"B","47824","47824","2024-12-12 00:00:00.0","192",,,"S","S","P","0001",,"007886","1",,,"2024","00078484",,
"B","47825","47825","2024-12-12 00:00:00.0","16.4",,,"S","S","P","0001",,"009099","1",,,"2024","00078486",,
"B","47826","47826","2024-12-12 00:00:00.0","120",,,"S","S","P","0001",,"016416","1",,,"2024","00078492",,
"B","47827","47827","2024-12-12 00:00:00.0","66.98",,,"S","S","P","0001",,"007715","3",,,"2024","00078494",,
"B","47828","47828","2024-12-12 00:00:00.0","36",,,"S","S","P","0001",,"009099","2",,,"2024","00078502",,
"B","47829","47829","2024-12-12 00:00:00.0","36",,,"S","S","P","0001",,"009099","2",,,"2024","00078506",,
"B","47830","47830","2024-12-12 00:00:00.0","31.9",,,"S","S","P","0001",,"009099","2",,,"2024","00078510",,
"B","47831","47831","2024-12-12 00:00:00.0","22.5",,,"S","S","P","0001",,"009099","2",,,"2024","00078512",,
"B","47832","47832","2024-12-12 00:00:00.0","98",,,"S","S","P","0001",,"007929","1",,,"2024","00078514",,
"B","47833","47833","2024-12-12 00:00:00.0","22.5",,,"S","S","P","0001",,"009099","2",,,"2024","00078516",,
"B","47834","47834","2024-12-12 00:00:00.0","20.66",,,"S","S","P","0001",,"008472","1",,,"2024","00078520",,
"B","47835","47835","2024-12-12 00:00:00.0","89.9",,,"S","S","P","0001",,"008472","1",,,"2024","00078548",,
"B","47836","47836","2024-12-12 00:00:00.0","315",,,"S","S","P","0001",,"011426","1",,,"2024","00078554",,
"B","47837","47837","2024-12-12 00:00:00.0","120.5",,,"S","S","P","0001",,"017043","1",,,"2024","00078568",,
"B","47838","47838","2024-12-12 00:00:00.0","101.66",,,"S","S","P","0001",,"009119","1",,,"2024","00078602",,
"B","47839","47839","2024-12-12 00:00:00.0","56",,,"S","S","P","0001",,"011371","4",,,"2024","00078626",,
"B","47840","47840","2024-12-12 00:00:00.0","56",,,"S","S","P","0001",,"011371","2",,,"2024","00078628",,
"B","47841","47841","2024-12-12 00:00:00.0","150",,,"S","S","P","0001",,"005593","1",,,"2024","00078630",,
"B","47842","47842","2024-12-12 00:00:00.0","90",,,"S","S","P","0073",,"013050","6",,,"2024","00078636",,
"B","47843","47843","2024-12-12 00:00:00.0","90",,,"S","S","P","0073",,"013050","7",,,"2024","00078638",,
"B","47844","47844","2024-12-12 00:00:00.0","90",,,"S","S","P","0073",,"013050","3",,,"2024","00078640",,
"B","47845","47845","2024-12-12 00:00:00.0","100",,,"S","S","P","0001",,"018052","3",,,"2024","00078652",,
"B","47846","47846","2024-12-12 00:00:00.0","68",,,"S","S","P","0001",,"007869","1",,,"2024","00078658",,
"B","47847","47847","2024-12-12 00:00:00.0","48",,,"S","S","P","0001",,"008907","1",,,"2024","00078666",,
"B","47848","47848","2024-12-12 00:00:00.0","100",,,"S","S","P","0073",,"013027","2",,,"2024","00078694",,
"B","47849","47849","2024-12-12 00:00:00.0","120",,,"S","S","P","0073",,"013088","2",,,"2024","00078720",,
"B","47850","47850","2024-12-12 00:00:00.0","70",,,"S","S","P","0073",,"013088","1",,,"2024","00078732",,
"B","47851","47851","2024-12-12 00:00:00.0","29",,,"S","S","P","0001",,"007568","3",,,"2024","00078736",,
"B","47852","47852","2024-12-12 00:00:00.0","22",,,"S","S","P","0001",,"009806","1",,,"2024","00078746",,
"B","47853","47853","2024-12-12 00:00:00.0","17.9",,,"S","S","P","0001",,"008921","1",,,"2024","00078754",,
"B","47854","47854","2024-12-12 00:00:00.0","117.75",,,"S","S","P","0001",,"005508","1",,,"2024","00078756",,
"B","47855","47855","2024-12-12 00:00:00.0","109",,,"S","S","P","0073",,"013085","1",,,"2024","00078760",,
"B","47856","47856","2024-12-12 00:00:00.0","36.15",,,"S","S","P","0001",,"010041","1",,,"2024","00078768",,
"B","47857","47857","2024-12-12 00:00:00.0","148",,,"S","S","P","0001",,"009646","1",,,"2024","00078770",,
"B","47858","47858","2024-12-12 00:00:00.0","10",,,"S","S","P","0001",,"009646","1",,,"2024","00078772",,
"B","47859","47859","2024-12-12 00:00:00.0","23",,,"S","S","P","0001",,"009049","1",,,"2024","00078782",,
"B","47860","47860","2024-12-12 00:00:00.0","1.13",,,"S","S","P","0001",,"018317","1",,,"2024","00078784",,
"B","47861","47861","2024-12-12 00:00:00.0","31.9",,,"S","S","P","0001",,"014377","2",,,"2024","00078800",,
"B","47862","47862","2024-12-12 00:00:00.0","20.57",,,"S","S","P","0001",,"014377","1",,,"2024","00078804",,
"B","47863","47863","2024-12-12 00:00:00.0","198",,,"S","S","P","0001",,"008617","2",,,"2024","00078828",,
"B","47864","47864","2024-12-12 00:00:00.0","40.16",,,"S","S","P","0001",,"016348","2",,,"2024","00078838",,
"B","47865","47865","2024-12-12 00:00:00.0","40",,,"S","S","P","0001",,"010015","1",,,"2024","00078844",,
"B","47866","47866","2024-12-12 00:00:00.0","36.15",,,"S","S","P","0001",,"017038","1",,,"2024","00078848",,
"B","47867","47867","2024-12-12 00:00:00.0","100",,,"S","S","P","0001",,"017260","3",,,"2024","00078864",,
"B","47868","47868","2024-12-12 00:00:00.0","450",,,"S","S","P","0005",,"006813","1",,,"2024","00078867",,
"B","47869","47869","2024-12-12 00:00:00.0","100",,,"S","S","P","0073",,"011954","1",,,"2024","00078871",,
"B","47870","47870","2024-12-12 00:00:00.0","191",,,"S","S","P","0005",,"006513","1",,,"2024","00078872",,
"B","47871","47871","2024-12-12 00:00:00.0","400",,,"S","S","P","0073",,"012017","1",,,"2024","00078873",,
"B","47872","47872","2024-12-12 00:00:00.0","100",,,"S","S","P","0001",,"018144","1",,,"2024","00078877",,
"B","47873","47873","2024-12-12 00:00:00.0","120",,,"S","S","P","0073",,"011865","1",,,"2024","00078880",,
"B","47874","47874","2024-12-12 00:00:00.0","1050",,,"S","S","P","0073",,"011825","3",,,"2024","00078889",,
"B","47875","47875","2024-12-12 00:00:00.0","36.15",,,"S","S","P","0073",,"011747","1",,,"2024","00078892",,
"B","47876","47876","2024-12-12 00:00:00.0","30",,,"S","S","P","0001",,"004880","2",,,"2024","00078894",,
"B","47877","47877","2024-12-12 00:00:00.0","569",,,"S","S","P","0073",,"012017","2",,,"2024","00078897",,
"B","47878","47878","2024-12-12 00:00:00.0","100",,,"S","S","P","0073",,"012062","1",,,"2024","00078904",,
"B","47879","47879","2024-12-12 00:00:00.0","100",,,"S","S","P","0073",,"011920","5",,,"2024","00078907",,
"B","47880","47880","2024-12-12 00:00:00.0","1500",,,"S","S","P","0073",,"011825","2",,,"2024","00078918",,
"B","47881","47881","2024-12-16 00:00:00.0","2977.83",,,"S","S","P","0001","CONV","004601","2",,,"2023","00000935",,"02052"
"B","47882","47882","2024-12-16 00:00:00.0","576",,,"S","S","P","0073","CONV","011527","2",,,"2023","00000960",,"04372"
"B","47883","47883","2024-12-16 00:00:00.0","76",,,"S","S","P","0001",,"008714","2",,,"2023","00000973",,
"B","47884","47884","2024-12-16 00:00:00.0","1729.7",,,"S","S","P","0001","CONV","004958","1",,,"2023","00000974",,"01714"
"B","47885","47885","2024-12-16 00:00:00.0","5747.54",,,"S","S","P","0001","CONV","007793","1",,,"2023","00000975",,"01611"
"B","47886","47886","2024-12-16 00:00:00.0","94.4",,,"S","S","P","0001","CONV","004693","1",,,"2023","00000980",,"01612"
"B","47887","47887","2024-12-16 00:00:00.0","99.2",,,"S","S","P","0001",,"008810","1",,,"2023","00000988",,
"B","47888","47888","2024-12-16 00:00:00.0","23",,,"S","S","P","0001",,"007758","1",,,"2023","00000990",,
"B","47889","47889","2024-12-16 00:00:00.0","68",,,"S","S","P","0001",,"007758","3",,,"2023","00000992",,
"B","47890","47890","2024-12-16 00:00:00.0","36.15",,,"S","S","P","0001",,"008413","3",,,"2023","00000993",,
"B","47891","47891","2024-12-16 00:00:00.0","90",,,"S","S","P","0001",,"006016","1",,,"2023","00000995",,
"B","47892","47892","2024-12-16 00:00:00.0","320",,,"S","S","P","0001",,"006016","1",,,"2023","00000999",,
"B","47893","47893","2024-12-16 00:00:00.0","540",,,"S","S","P","0001",,"008042","4",,,"2023","00001001",,
"B","47894","47894","2024-12-16 00:00:00.0","216",,,"S","S","P","0073",,"013204","5",,,"2023","00001005",,
"B","47895","47895","2024-12-16 00:00:00.0","150",,,"S","S","P","0073",,"013204","5",,,"2023","00001007",,
"B","47896","47896","2024-12-16 00:00:00.0","258",,,"S","S","P","0001",,"008120","1",,,"2023","00001011",,
"B","47897","47897","2024-12-16 00:00:00.0","650",,,"S","S","P","0001",,"008288","3",,,"2023","00001013",,
"B","47898","47898","2024-12-16 00:00:00.0","26.15",,,"S","S","P","0001",,"009099","2",,,"2023","00001015",,
"B","47899","47899","2024-12-16 00:00:00.0","22.5",,,"S","S","P","0001",,"009099","2",,,"2023","00001017",,
"B","47900","47900","2024-12-16 00:00:00.0","680",,,"S","S","P","0001",,"004438","1",,,"2023","00001021",,
"B","47901","47901","2024-12-16 00:00:00.0","28",,,"S","S","P","0001",,"007553","1",,,"2023","00001023",,
"B","47902","47902","2024-12-16 00:00:00.0","536.15",,,"S","S","P","0001",,"004855","2",,,"2023","00001025",,
"B","47903","47903","2024-12-16 00:00:00.0","65",,,"S","S","P","0073",,"012730","1",,,"2023","00001027",,
"B","47904","47904","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001029",,
"B","47905","47905","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001031",,
"B","47906","47906","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001033",,
"B","47907","47907","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001035",,
"B","47908","47908","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001037",,
"B","47909","47909","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001039",,
"B","47910","47910","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001041",,
"B","47911","47911","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001043",,
"B","47912","47912","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001045",,
"B","47913","47913","2024-12-16 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2023","00001047",,
"B","47914","47914","2024-12-16 00:00:00.0","1780",,,"S","S","P","0001",,"008339","1",,,"2023","00001049",,
"B","47915","47915","2024-12-16 00:00:00.0","1668.2",,,"S","S","P","0001","CONV","007427","1",,,"2023","00001050",,"01715"
"B","47916","47916","2024-12-16 00:00:00.0","198",,,"S","S","P","0001",,"004973","1",,,"2023","00001052",,
"B","47917","47917","2024-12-16 00:00:00.0","148",,,"S","S","P","0001",,"004973","1",,,"2023","00001054",,
"B","47918","47918","2024-12-16 00:00:00.0","98",,,"S","S","P","0001",,"004973","1",,,"2023","00001058",,
"B","44923","44923","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"014540","1",,,"2024","00067702",,
"B","44924","44924","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"014711","1",,,"2024","00067703",,
"B","44925","44925","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020293","1",,,"2024","00067704",,
"B","44926","44926","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020378","1",,,"2024","00067705",,
"B","44927","44927","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020279","1",,,"2024","00067706",,
"B","44928","44928","2024-11-28 00:00:00.0","80",,,"S","S","P","0001",,"020349","1",,,"2024","00067707",,
"B","44929","44929","2024-11-28 00:00:00.0","80",,,"S","S","P","0001",,"014305","1",,,"2024","00067708",,
"B","44930","44930","2024-11-28 00:00:00.0","80",,,"S","S","P","0001",,"020297","1",,,"2024","00067709",,
"B","44931","44931","2024-11-28 00:00:00.0","80",,,"S","S","P","0001",,"020278","1",,,"2024","00067710",,
"B","44932","44932","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"015140","1",,,"2024","00067711",,
"B","44933","44933","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"014860","1",,,"2024","00067712",,
"B","44934","44934","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"020282","1",,,"2024","00067713",,
"B","44935","44935","2024-11-28 00:00:00.0","4500",,,"S","S","P","0001",,"020281","1",,,"2024","00067714",,
"B","44936","44936","2024-11-28 00:00:00.0","96",,,"S","S","P","0001",,"020375","1",,,"2024","00067715",,
"B","44937","44937","2024-11-28 00:00:00.0","72.3",,,"S","S","P","0001",,"014713","1",,,"2024","00067716",,
"B","44938","44938","2024-11-28 00:00:00.0","141",,,"S","S","P","0001",,"020317","1",,,"2024","00067717",,
"B","44939","44939","2024-11-28 00:00:00.0","90",,,"S","S","P","0001",,"020288","1",,,"2024","00067718",,
"B","44940","44940","2024-11-28 00:00:00.0","200",,,"S","S","P","0001",,"020265","1",,,"2024","00067719",,
"B","44941","44941","2024-11-28 00:00:00.0","455.63",,,"S","S","P","0001",,"020267","1",,,"2024","00067720",,
"B","44942","44942","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"014474","1",,,"2024","00067721",,
"B","44943","44943","2024-11-28 00:00:00.0","1550",,,"S","S","P","0001",,"014335","1",,,"2024","00067722",,
"B","44944","44944","2024-11-28 00:00:00.0","102",,,"S","S","P","0001",,"019458","1",,,"2024","00067723",,
"B","44945","44945","2024-11-28 00:00:00.0","523.5",,,"S","S","P","0001",,"020345","1",,,"2024","00067724",,
"B","44946","44946","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"020311","1",,,"2024","00067725",,
"B","44947","44947","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"020287","1",,,"2024","00067726",,
"B","44948","44948","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020325","1",,,"2024","00067727",,
"B","44949","44949","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"020318","1",,,"2024","00067728",,
"B","44950","44950","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020268","1",,,"2024","00067729",,
"B","44951","44951","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020331","1",,,"2024","00067730",,
"B","44952","44952","2024-11-28 00:00:00.0","70.4",,,"S","S","P","0001",,"020285","1",,,"2024","00067731",,
"B","44953","44953","2024-11-28 00:00:00.0","4500",,,"S","S","P","0001",,"020269","1",,,"2024","00067732",,
"B","44954","44954","2024-11-28 00:00:00.0","200",,,"S","S","P","0001",,"019858","1",,,"2024","00067733",,
"B","44955","44955","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"020338","1",,,"2024","00067734",,
"B","44956","44956","2024-11-28 00:00:00.0","125",,,"S","S","P","0001",,"020273","1",,,"2024","00067735",,
"B","44957","44957","2024-11-28 00:00:00.0","120",,,"S","S","P","0001",,"020377","1",,,"2024","00067736",,
"B","44958","44958","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"019508","1",,,"2024","00067737",,
"B","44959","44959","2024-11-28 00:00:00.0","125",,,"S","S","P","0001",,"015199","1",,,"2024","00067738",,
"B","44960","44960","2024-11-28 00:00:00.0","140",,,"S","S","P","0001",,"020357","1",,,"2024","00067739",,
"B","44961","44961","2024-11-28 00:00:00.0","135",,,"S","S","P","0001",,"020354","1",,,"2024","00067740",,
"B","44962","44962","2024-11-28 00:00:00.0","120",,,"S","S","P","0001",,"020297","1",,,"2024","00067741",,
"B","44963","44963","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"020337","1",,,"2024","00067742",,
"B","44964","44964","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"020373","1",,,"2024","00067743",,
"B","44965","44965","2024-11-28 00:00:00.0","218",,,"S","S","P","0001",,"020279","1",,,"2024","00067745",,
"B","44966","44966","2024-11-28 00:00:00.0","1556.25",,,"S","S","P","0001",,"020300","1",,,"2024","00067746",,
"B","44967","44967","2024-11-28 00:00:00.0","398",,,"S","S","P","0001",,"020317","1",,,"2024","00067747",,
"B","44968","44968","2024-11-28 00:00:00.0","120",,,"S","S","P","0001",,"020319","1",,,"2024","00067748",,
"B","44969","44969","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"020313","1",,,"2024","00067749",,
"B","44970","44970","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020333","1",,,"2024","00067750",,
"B","44971","44971","2024-11-28 00:00:00.0","80",,,"S","S","P","0001",,"020325","1",,,"2024","00067751",,
"B","44972","44972","2024-11-28 00:00:00.0","1150",,,"S","S","P","0001",,"019878","1",,,"2024","00067752",,
"B","44973","44973","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"020352","1",,,"2024","00067753",,
"B","44974","44974","2024-11-28 00:00:00.0","700",,,"S","S","P","0001",,"020276","1",,,"2024","00067754",,
"B","44975","44975","2024-11-28 00:00:00.0","100",,,"S","S","P","0001",,"020290","1",,,"2024","00067755",,
"B","44976","44976","2024-11-28 00:00:00.0","100",,,"S","S","P","0001",,"020341","1",,,"2024","00067756",,
"B","44977","44977","2024-11-28 00:00:00.0","650",,,"S","S","P","0001",,"020373","1",,,"2024","00067757",,
"B","44978","44978","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"020372","1",,,"2024","00067758",,
"B","44979","44979","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"019246","1",,,"2024","00067759",,
"B","44980","44980","2024-11-28 00:00:00.0","570",,,"S","S","P","0001",,"020292","1",,,"2024","00067760",,
"B","44981","44981","2024-11-28 00:00:00.0","128",,,"S","S","P","0001",,"020332","1",,,"2024","00067761",,
"B","44982","44982","2024-11-28 00:00:00.0","1492.5",,,"S","S","P","0001",,"020272","1",,,"2024","00067762",,
"B","44983","44983","2024-11-28 00:00:00.0","200",,,"S","S","P","0001",,"014768","1",,,"2024","00067763",,
"B","44984","44984","2024-11-28 00:00:00.0","1312.5",,,"S","S","P","0001",,"020266","1",,,"2024","00067764",,
"B","44985","44985","2024-11-28 00:00:00.0","1125",,,"S","S","P","0001",,"020275","1",,,"2024","00067765",,
"B","44986","44986","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"020286","1",,,"2024","00067766",,
"B","44987","44987","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"019638","1",,,"2024","00067767",,
"B","44988","44988","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"019638","1",,,"2024","00067768",,
"B","44989","44989","2024-11-28 00:00:00.0","50",,,"S","S","P","0001",,"020274","1",,,"2024","00067769",,
"B","44990","44990","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"019616","1",,,"2024","00067770",,
"B","44991","44991","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020315","1",,,"2024","00067771",,
"B","44992","44992","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020361","1",,,"2024","00067772",,
"B","44993","44993","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020308","1",,,"2024","00067773",,
"B","44994","44994","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020344","1",,,"2024","00067774",,
"B","44995","44995","2024-11-28 00:00:00.0","60",,,"S","S","P","0001",,"020346","1",,,"2024","00067775",,
"B","44996","44996","2024-11-28 00:00:00.0","80",,,"S","S","P","0001",,"020309","1",,,"2024","00067776",,
"B","44997","44997","2024-11-28 00:00:00.0","80",,,"S","S","P","0001",,"020347","1",,,"2024","00067777",,
"B","44998","44998","2024-11-28 00:00:00.0","350",,,"S","S","P","0001",,"020348","1",,,"2024","00067778",,
"B","44999","44999","2024-11-28 00:00:00.0","36.15",,,"S","S","P","0001",,"020323","1",,,"2024","00067779",,
"B","45000","45000","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"020280","1",,,"2024","00067780",,
"B","45001","45001","2024-11-28 00:00:00.0","70",,,"S","S","P","0001",,"014432","1",,,"2024","00067781",,
"B","45002","45002","2024-11-28 00:00:00.0","150",,,"S","S","P","0001",,"020321","1",,,"2024","00067782",,
"B","45003","45003","2024-11-28 00:00:00.0","300",,,"S","S","P","0001",,"019812","1",,,"2024","00067783",,
"B","45004","45004","2024-11-28 00:00:00.0","2000",,,"S","S","P","0001",,"020330","1",,,"2024","00067784",,
"B","45005","45005","2024-11-28 00:00:00.0","1725",,,"S","S","P","0001",,"020271","1",,,"2024","00067785",,
"B","45006","45006","2024-11-28 00:00:00.0","430",,,"S","S","P","0001",,"020351","1",,,"2024","00067786",,
"B","45007","45007","2024-11-28 00:00:00.0","102.46",,,"S","S","P","0001",,"020360","1",,,"2024","00067787",,
"B","45008","45008","2024-11-28 00:00:00.0","155",,,"S","S","P","0001",,"020327","1",,,"2024","00067788",,
"B","45009","45009","2024-11-28 00:00:00.0","400",,,"S","S","P","0001",,"020374","1",,,"2024","00067789",,
"B","45010","45010","2024-11-28 00:00:00.0","200",,,"S","S","P","0001",,"014768","1",,,"2024","00067790",,
"B","45011","45011","2024-11-28 00:00:00.0","2000",,,"S","S","P","0001",,"019543","1",,,"2024","00067791",,
"B","45012","45012","2024-11-28 00:00:00.0","1102.5",,,"S","S","P","0001",,"020366","1",,,"2024","00067792",,
