"TIPO_PAGAMENTO","PRG_ASSEGNO","NUM_ASSEGNO_BONIFICO","DAT_PAGAMENTO","IMPORTO","COD_ENTE_INTEST","DAT_ADDEBITO","FLG_STAMPATO","FLG_A_B_UFFICIO","ORIGINE","COD_COMP","COD_PROVIDER","COD_NUC","PRG_NUC","INTEST_DEC_1","INTEST_DEC_2","NOTA_1","NOTA_2","NOTA_3","COD_STR"
"B","45169","45169","2024-12-02 00:00:00.0","665",,,"S","S","P","0001",,"011340","2",,,"2024","00064621",,
"B","45170","45170","2024-12-02 00:00:00.0","70",,,"S","S","P","0001",,"011340","2",,,"2024","00064629",,
"B","45171","45171","2024-12-02 00:00:00.0","56",,,"S","S","P","0073","CONV","012707","1",,,"2024","00064875",,"02152"
"B","45172","45172","2024-12-02 00:00:00.0","441",,,"S","S","P","0001","CONV","016252","1",,,"2024","00064877",,"01714"
"B","45173","45173","2024-12-02 00:00:00.0","194.92",,,"S","S","P","0001","CONV","016252","1",,,"2024","00064887",,"01714"
"B","45174","45174","2024-12-02 00:00:00.0","100",,,"S","S","P","0001","CONV","016252","1",,,"2024","00064889",,"01714"
"B","45175","45175","2024-12-02 00:00:00.0","56",,,"S","S","P","0073","CONV","012707","1",,,"2024","00064901",,"02152"
"B","45176","45176","2024-12-02 00:00:00.0","127.69",,,"S","S","P","0001","CONV","007022","3",,,"2024","00064903",,"04253"
"B","45177","45177","2024-12-02 00:00:00.0","161.42",,,"S","S","P","0001","CONV","016252","1",,,"2024","00064907",,"01714"
"B","45178","45178","2024-12-02 00:00:00.0","326.4",,,"S","S","P","0001","CONV","008001","1",,,"2024","00064966",,"01192"
"B","45179","45179","2024-12-02 00:00:00.0","117.72",,,"S","S","P","0001","CONV","017255","1",,,"2024","00065018",,"01714"
"B","45180","45180","2024-12-02 00:00:00.0","100",,,"S","S","P","0001","CONV","016822","1",,,"2024","00065020",,"01714"
"B","45181","45181","2024-12-02 00:00:00.0","100",,,"S","S","P","0001","CONV","017381","1",,,"2024","00065024",,"01714"
"B","45182","45182","2024-12-02 00:00:00.0","60",,,"S","S","P","0001","CONV","010004","1",,,"2024","00065139",,"01696"
"B","45183","45183","2024-12-02 00:00:00.0","180",,,"S","S","P","0001","CONV","014820","2",,,"2024","00065146",,"03042"
"B","45184","45184","2024-12-02 00:00:00.0","101",,,"S","S","P","0001","CONV","007253","2",,,"2024","00065168",,"01714"
"B","45185","45185","2024-12-02 00:00:00.0","90",,,"S","S","P","0001","CONV","016654","1",,,"2024","00065191",,"01714"
"B","45186","45186","2024-12-02 00:00:00.0","117.83",,,"S","S","P","0001","CONV","007219","1",,,"2024","00065296",,"02033"
"B","45187","45187","2024-12-02 00:00:00.0","65",,,"S","S","P","0073","CONV","011726","1",,,"2024","00065333",,"04251"
"B","45188","45188","2024-12-02 00:00:00.0","122",,,"S","S","P","0001","CONV","016459","1",,,"2024","00065340",,"03042"
"B","45189","45189","2024-12-02 00:00:00.0","70",,,"S","S","P","0005","CONV","006558","4",,,"2024","00065405",,"01596"
"B","45190","45190","2024-12-02 00:00:00.0","174",,,"S","S","P","0001","CONV","010031","1",,,"2024","00065441",,"02125"
"B","45191","45191","2024-12-02 00:00:00.0","292.6",,,"S","S","P","0001","CONV","009273","1",,,"2024","00065467",,"01651"
"B","45192","45192","2024-12-02 00:00:00.0","298",,,"S","S","P","0001",,"007874","1",,,"2024","00065555",,
"B","45193","45193","2024-12-02 00:00:00.0","164",,,"S","S","P","0073","CONV","012707","1",,,"2024","00065666",,"02152"
"B","45194","45194","2024-12-02 00:00:00.0","98",,,"S","S","P","0001","CONV","008688","1",,,"2024","00065857",,"03490"
"B","45195","45195","2024-12-02 00:00:00.0","28",,,"S","S","P","0001","CONV","008688","1",,,"2024","00065859",,"03490"
"B","45196","45196","2024-12-02 00:00:00.0","100",,,"S","S","P","0001","CONV","017737","1",,,"2024","00065900",,"01714"
"B","45197","45197","2024-12-02 00:00:00.0","90",,,"S","S","P","0001","CONV","017737","1",,,"2024","00065902",,"01714"
"B","45198","45198","2024-12-02 00:00:00.0","27",,,"S","S","P","0001","CONV","009256","1",,,"2024","00065979",,"04901"
"B","45199","45199","2024-12-02 00:00:00.0","148",,,"S","S","P","0005","CONV","006572","1",,,"2024","00065989",,"04953"
"B","45200","45200","2024-12-02 00:00:00.0","332.95",,,"S","S","P","0005","CONV","006468","2",,,"2024","00066113",,"01596"
"B","45201","45201","2024-12-02 00:00:00.0","60",,,"S","S","P","0001",,"014820","2",,,"2024","00066383",,
"B","45202","45202","2024-12-02 00:00:00.0","290",,,"S","S","P","0001","CONV","016851","2",,,"2024","00066459",,"05230"
"B","45203","45203","2024-12-02 00:00:00.0","54",,,"S","S","P","0001","CONV","007343","4",,,"2024","00066489",,"03591"
"B","45204","45204","2024-12-02 00:00:00.0","80",,,"S","S","P","0001","CONV","009944","1",,,"2024","00066642",,"03347"
"B","45205","45205","2024-12-02 00:00:00.0","35",,,"S","S","P","0001","CONV","017352","1",,,"2024","00066669",,"02779"
"B","45206","45206","2024-12-02 00:00:00.0","162",,,"S","S","P","0001","CONV","005621","1",,,"2024","00066827",,"01077"
"B","45207","45207","2024-12-02 00:00:00.0","158",,,"S","S","P","0001","CONV","017261","1",,,"2024","00066875",,"03042"
"B","45208","45208","2024-12-02 00:00:00.0","102.85",,,"S","S","P","0001","CONV","005673","1",,,"2024","00066963",,"01634"
"B","45209","45209","2024-12-02 00:00:00.0","73",,,"S","S","P","0073","CONV","012063","1",,,"2024","00067038",,"03488"
"B","45210","45210","2024-12-02 00:00:00.0","128",,,"S","S","P","0001","CONV","019106","2",,,"2024","00067042",,"01714"
"B","45211","45211","2024-12-02 00:00:00.0","68",,,"S","S","P","0001","CONV","019106","1",,,"2024","00067054",,"01714"
"B","45212","45212","2024-12-02 00:00:00.0","6.5",,,"S","S","P","0073","CONV","012707","4",,,"2024","00067097",,"02152"
"B","45213","45213","2024-12-02 00:00:00.0","211.2",,,"S","S","P","0001","CONV","016449","1",,,"2024","00067099",,"01649"
"B","45214","45214","2024-12-02 00:00:00.0","1650",,,"S","S","P","0001","CONV","019179","2",,,"2024","00067147",,"01601"
"B","45215","45215","2024-12-02 00:00:00.0","2200",,,"S","S","P","0001","CONV","019179","2",,,"2024","00067149",,"01601"
"B","45216","45216","2024-12-02 00:00:00.0","86",,,"S","S","P","0001","CONV","017260","3",,,"2024","00067169",,"01714"
"B","45217","45217","2024-12-02 00:00:00.0","81",,,"S","S","P","0001","CONV","009980","2",,,"2024","00067201",,"03248"
"B","45218","45218","2024-12-02 00:00:00.0","92.17",,,"S","S","P","0001","CONV","018829","1",,,"2024","00067217",,"01714"
"B","45219","45219","2024-12-02 00:00:00.0","106",,,"S","S","P","0001","CONV","009725","1",,,"2024","00067253",,"05107"
"B","45220","45220","2024-12-02 00:00:00.0","34.3",,,"S","S","P","0001",,"011483","1",,,"2024","00067322",,
"B","45221","45221","2024-12-02 00:00:00.0","83",,,"S","S","P","0001","CONV","005328","1",,,"2024","00067389",,"05217"
"B","45222","45222","2024-12-02 00:00:00.0","54.18",,,"S","S","P","0001","CONV","018083","1",,,"2024","00067459",,"05230"
"B","45223","45223","2024-12-02 00:00:00.0","559.26",,,"S","S","P","0001","CONV","007545","2",,,"2024","00067461",,"01613"
"B","45224","45224","2024-12-02 00:00:00.0","80",,,"S","S","P","0001","CONV","009894","1",,,"2024","00067467",,"03347"
"B","45225","45225","2024-12-02 00:00:00.0","65",,,"S","S","P","0073","CONV","012353","1",,,"2024","00067545",,"05143"
"B","45226","45226","2024-12-02 00:00:00.0","81",,,"S","S","P","0001","CONV","009998","1",,,"2024","00067627",,"03248"
"B","45227","45227","2024-12-02 00:00:00.0","803.24",,,"S","S","P","0001","CONV","017306","1",,,"2024","00067845",,"01714"
"B","45228","45228","2024-12-02 00:00:00.0","618",,,"S","S","P","0001","CONV","009980","2",,,"2024","00067909",,"03248"
"B","45229","45229","2024-12-02 00:00:00.0","120.85",,,"S","S","P","0001","CONV","017350","2",,,"2024","00068025",,"03386"
"B","45230","45230","2024-12-02 00:00:00.0","84.7",,,"S","S","P","0001","CONV","016956","2",,,"2024","00068049",,"03042"
"B","45231","45231","2024-12-02 00:00:00.0","100.5",,,"S","S","P","0001","CONV","016224","1",,,"2024","00068158",,"05116"
"B","45232","45232","2024-12-02 00:00:00.0","127.71",,,"S","S","P","0073","CONV","013543","5",,,"2024","00068188",,"04353"
"B","45233","45233","2024-12-02 00:00:00.0","161.42",,,"S","S","P","0001","CONV","018354","1",,,"2024","00068240",,"01714"
"B","45234","45234","2024-12-02 00:00:00.0","302.4",,,"S","S","P","0001","CONV","004964","1",,,"2024","00068512",,"01713"
"B","45235","45235","2024-12-02 00:00:00.0","34",,,"S","S","P","0001",,"007321","5",,,"2024","00068524",,
"B","45236","45236","2024-12-02 00:00:00.0","132.5",,,"S","S","P","0073","CONV","012707","4",,,"2024","00068536",,"02152"
"B","45237","45237","2024-12-02 00:00:00.0","284.87",,,"S","S","P","0001","CONV","019113","2",,,"2024","00068540",,"01714"
"B","45238","45238","2024-12-02 00:00:00.0","70",,,"S","S","P","0073","CONV","011922","2",,,"2024","00068544",,"03768"
"B","45239","45239","2024-12-02 00:00:00.0","85",,,"S","S","P","0073","CONV","011922","2",,,"2024","00068546",,"03768"
"B","45240","45240","2024-12-02 00:00:00.0","148.5",,,"S","S","P","0001","CONV","007929","1",,,"2024","00068568",,"01386"
"B","35264","35264","2024-08-22 00:00:00.0","90",,,"S","S","P","0073",,"011752","1",,,"2024","00045919",,
"B","35265","35265","2024-08-22 00:00:00.0","192",,,"S","S","P","0001",,"005228","1",,,"2024","00045921",,
"B","35266","35266","2024-08-22 00:00:00.0","5.6",,,"S","S","P","0001",,"004572","2",,,"2024","00045924",,
"B","35267","35267","2024-08-22 00:00:00.0","50",,,"S","S","P","0001",,"005956","1",,,"2024","00045925",,
"B","35268","35268","2024-08-22 00:00:00.0","67.2",,,"S","S","P","0001",,"011147","1",,,"2024","00045929",,
"B","35269","35269","2024-08-22 00:00:00.0","300",,,"S","S","P","0001",,"016851","1",,,"2024","00045933",,
"B","35270","35270","2024-08-22 00:00:00.0","7.7",,,"S","S","P","0001",,"004572","2",,,"2024","00045935",,
"B","35271","35271","2024-08-22 00:00:00.0","65",,,"S","S","P","0001",,"014844","1",,,"2024","00045937",,
"B","35272","35272","2024-08-22 00:00:00.0","18.16",,,"S","S","P","0001",,"011263","1",,,"2024","00045939",,
"B","35273","35273","2024-08-22 00:00:00.0","58",,,"S","S","P","0001",,"008873","1",,,"2024","00045942",,
"B","35274","35274","2024-08-22 00:00:00.0","8.31",,,"S","S","P","0001",,"016301","1",,,"2024","00045944",,
"B","35275","35275","2024-08-22 00:00:00.0","148",,,"S","S","P","0001",,"009470","1",,,"2024","00045947",,
"B","35276","35276","2024-08-22 00:00:00.0","150",,,"S","S","P","0001",,"018106","1",,,"2024","00045949",,
"B","35277","35277","2024-08-22 00:00:00.0","14.81",,,"S","S","P","0001",,"011071","1",,,"2024","00045951",,
"B","35278","35278","2024-08-22 00:00:00.0","200.24",,,"S","S","P","0001",,"010958","2",,,"2024","00045953",,
"B","35279","35279","2024-08-22 00:00:00.0","45.5",,,"S","S","P","0001",,"010958","1",,,"2024","00045957",,
"B","35280","35280","2024-08-22 00:00:00.0","83",,,"S","S","P","0001",,"016290","1",,,"2024","00045959",,
"B","35281","35281","2024-08-22 00:00:00.0","62.15",,,"S","S","P","0001",,"006981","2",,,"2024","00045961",,
"B","35282","35282","2024-08-22 00:00:00.0","94",,,"S","S","P","0001",,"007374","2",,,"2024","00045963",,
"B","35283","35283","2024-08-22 00:00:00.0","61.15",,,"S","S","P","0001",,"006981","1",,,"2024","00045965",,
"B","35284","35284","2024-08-22 00:00:00.0","36",,,"S","S","P","0001",,"006981","1",,,"2024","00045967",,
"B","35285","35285","2024-08-22 00:00:00.0","36",,,"S","S","P","0001",,"006981","2",,,"2024","00045969",,
"B","35286","35286","2024-08-22 00:00:00.0","36.15",,,"S","S","P","0001",,"009991","1",,,"2024","00045971",,
"B","35287","35287","2024-08-22 00:00:00.0","31.85",,,"S","S","P","0001",,"009888","1",,,"2024","00045973",,
"B","35288","35288","2024-08-22 00:00:00.0","80",,,"S","S","P","0001",,"017305","1",,,"2024","00045975",,
"B","35289","35289","2024-08-22 00:00:00.0","67.38",,,"S","S","P","0001",,"007798","1",,,"2024","00045977",,
"B","35290","35290","2024-08-22 00:00:00.0","400",,,"S","S","P","0001",,"011072","1",,,"2024","00045985",,
"B","35291","35291","2024-08-22 00:00:00.0","135",,,"S","S","P","0001",,"009257","1",,,"2024","00045987",,
"B","35292","35292","2024-08-22 00:00:00.0","80",,,"S","S","P","0073",,"012454","4",,,"2024","00045991",,
"B","35293","35293","2024-08-22 00:00:00.0","50",,,"S","S","P","0001",,"017305","3",,,"2024","00045993",,
"B","35294","35294","2024-08-22 00:00:00.0","70",,,"S","S","P","0001",,"017305","3",,,"2024","00045999",,
"B","35295","35295","2024-08-22 00:00:00.0","46.15",,,"S","S","P","0001",,"011236","1",,,"2024","00046003",,
"B","35296","35296","2024-08-22 00:00:00.0","210",,,"S","S","P","0001",,"011236","1",,,"2024","00046005",,
"B","35297","35297","2024-08-22 00:00:00.0","175",,,"S","S","P","0073",,"012454","1",,,"2024","00046007",,
"B","35298","35298","2024-08-22 00:00:00.0","45",,,"S","S","P","0073",,"012454","1",,,"2024","00046011",,
"B","35299","35299","2024-08-22 00:00:00.0","80",,,"S","S","P","0073",,"013583","1",,,"2024","00046015",,
"B","35300","35300","2024-08-22 00:00:00.0","35",,,"S","S","P","0001",,"005917","3",,,"2024","00046017",,
"B","35301","35301","2024-08-22 00:00:00.0","50",,,"S","S","P","0073",,"013609","2",,,"2024","00046019",,
"B","35302","35302","2024-08-22 00:00:00.0","148.4",,,"S","S","P","0001",,"010903","1",,,"2024","00046021",,
"B","35392","35392","2024-08-29 00:00:00.0","752.25",,,"S","S","P","0001",,"019453","1",,,"2024","00046144",,
"B","35393","35393","2024-08-29 00:00:00.0","388",,,"S","S","P","0001",,"014979","1",,,"2024","00046145",,
"B","35394","35394","2024-08-29 00:00:00.0","80",,,"S","S","P","0001",,"019320","1",,,"2024","00046151",,
"B","35395","35395","2024-08-29 00:00:00.0","250",,,"S","S","P","0001",,"019455","1",,,"2024","00046152",,
"B","35396","35396","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019455","1",,,"2024","00046157",,
"B","35397","35397","2024-08-29 00:00:00.0","1800",,,"S","S","P","0001",,"019456","1",,,"2024","00046160",,
"B","35398","35398","2024-08-29 00:00:00.0","70",,,"S","S","P","0001",,"019457","1",,,"2024","00046161",,
"B","35399","35399","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019458","1",,,"2024","00046222",,
"B","35400","35400","2024-08-29 00:00:00.0","125",,,"S","S","P","0001",,"019458","1",,,"2024","00046223",,
"B","35401","35401","2024-08-29 00:00:00.0","1192.5",,,"S","S","P","0001",,"019459","1",,,"2024","00046226",,
"B","35402","35402","2024-08-29 00:00:00.0","807.5",,,"S","S","P","0001",,"019459","1",,,"2024","00046229",,
"B","35403","35403","2024-08-29 00:00:00.0","48",,,"S","S","P","0001",,"019460","1",,,"2024","00046232",,
"B","35404","35404","2024-08-29 00:00:00.0","48",,,"S","S","P","0001",,"019460","1",,,"2024","00046233",,
"B","35405","35405","2024-08-29 00:00:00.0","675",,,"S","S","P","0001",,"015090","1",,,"2024","00046234",,
"B","35406","35406","2024-08-29 00:00:00.0","249.5",,,"S","S","P","0001",,"019461","1",,,"2024","00046241",,
"B","35407","35407","2024-08-29 00:00:00.0","240",,,"S","S","P","0001",,"019457","1",,,"2024","00046242",,
"B","35408","35408","2024-08-29 00:00:00.0","365",,,"S","S","P","0001",,"019463","1",,,"2024","00046243",,
"B","35409","35409","2024-08-29 00:00:00.0","250",,,"S","S","P","0001",,"015202","1",,,"2024","00046244",,
"B","35410","35410","2024-08-29 00:00:00.0","2000",,,"S","S","P","0001",,"019464","1",,,"2024","00046245",,
"B","35411","35411","2024-08-29 00:00:00.0","2000",,,"S","S","P","0001",,"019465","1",,,"2024","00046246",,
"B","35412","35412","2024-08-29 00:00:00.0","2000",,,"S","S","P","0001",,"019466","1",,,"2024","00046251",,
"B","35413","35413","2024-08-29 00:00:00.0","440",,,"S","S","P","0001",,"019467","1",,,"2024","00046252",,
"B","35414","35414","2024-08-29 00:00:00.0","340",,,"S","S","P","0001",,"019468","1",,,"2024","00046253",,
"B","35415","35415","2024-08-29 00:00:00.0","250",,,"S","S","P","0001",,"015081","1",,,"2024","00046254",,
"B","35416","35416","2024-08-29 00:00:00.0","1597.5",,,"S","S","P","0001",,"019469","1",,,"2024","00046255",,
"B","35417","35417","2024-08-29 00:00:00.0","350",,,"S","S","P","0001",,"019470","1",,,"2024","00046256",,
"B","35418","35418","2024-08-29 00:00:00.0","928.5",,,"S","S","P","0001",,"019471","1",,,"2024","00046257",,
"B","35419","35419","2024-08-29 00:00:00.0","200",,,"S","S","P","0001",,"014861","1",,,"2024","00046258",,
"B","35420","35420","2024-08-29 00:00:00.0","675",,,"S","S","P","0001",,"019472","1",,,"2024","00046259",,
"B","35421","35421","2024-08-29 00:00:00.0","450",,,"S","S","P","0001",,"019373","1",,,"2024","00046260",,
"B","35422","35422","2024-08-29 00:00:00.0","1650",,,"S","S","P","0001",,"019473","1",,,"2024","00046261",,
"B","35423","35423","2024-08-29 00:00:00.0","452.25",,,"S","S","P","0001",,"019474","1",,,"2024","00046262",,
"B","35424","35424","2024-08-29 00:00:00.0","308",,,"S","S","P","0001",,"014902","1",,,"2024","00046265",,
"B","35425","35425","2024-08-29 00:00:00.0","1612.5",,,"S","S","P","0001",,"019475","1",,,"2024","00046266",,
"B","35426","35426","2024-08-29 00:00:00.0","350",,,"S","S","P","0001",,"019476","1",,,"2024","00046267",,
"B","35427","35427","2024-08-29 00:00:00.0","1875",,,"S","S","P","0001",,"019477","1",,,"2024","00046269",,
"B","35428","35428","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"014432","1",,,"2024","00046272",,
"B","35429","35429","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019478","1",,,"2024","00046273",,
"B","35430","35430","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019478","1",,,"2024","00046274",,
"B","35431","35431","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019478","1",,,"2024","00046275",,
"B","35432","35432","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019478","1",,,"2024","00046276",,
"B","35433","35433","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019478","1",,,"2024","00046277",,
"B","35434","35434","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019479","1",,,"2024","00046278",,
"B","35435","35435","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019480","1",,,"2024","00046279",,
"B","35436","35436","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019481","1",,,"2024","00046280",,
"B","35437","35437","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019482","1",,,"2024","00046281",,
"B","35438","35438","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019482","1",,,"2024","00046282",,
"B","35439","35439","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019483","1",,,"2024","00046283",,
"B","35440","35440","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019484","1",,,"2024","00046284",,
"B","35441","35441","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019278","1",,,"2024","00046285",,
"B","35442","35442","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019278","1",,,"2024","00046286",,
"B","35443","35443","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019278","1",,,"2024","00046287",,
"B","35444","35444","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019278","1",,,"2024","00046290",,
"B","35445","35445","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019485","1",,,"2024","00046291",,
"B","35446","35446","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019486","1",,,"2024","00046292",,
"B","35447","35447","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019486","1",,,"2024","00046293",,
"B","35448","35448","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019486","1",,,"2024","00046296",,
"B","35449","35449","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019486","1",,,"2024","00046297",,
"B","35450","35450","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"019486","1",,,"2024","00046298",,
"B","35451","35451","2024-08-29 00:00:00.0","50",,,"S","S","P","0001",,"014432","1",,,"2024","00046299",,
"B","35452","35452","2024-08-29 00:00:00.0","22.5",,,"S","S","P","0001",,"014307","1",,,"2024","00046300",,
"B","35453","35453","2024-08-29 00:00:00.0","60",,,"S","S","P","0001",,"015205","1",,,"2024","00046301",,
"B","35454","35454","2024-08-29 00:00:00.0","60",,,"S","S","P","0001",,"019487","1",,,"2024","00046302",,
"B","40763","40763","2024-10-17 00:00:00.0","98",,,"S","S","P","0001",,"009064","1",,,"2024","00060293",,
"B","40764","40764","2024-10-17 00:00:00.0","30.6",,,"S","S","P","0001",,"007282","3",,,"2024","00060297",,
"B","40765","40765","2024-10-17 00:00:00.0","67.5",,,"S","S","P","0001",,"005293","1",,,"2024","00060305",,
"B","40766","40766","2024-10-17 00:00:00.0","83",,,"S","S","P","0073",,"013636","2",,,"2024","00060309",,
"B","40767","40767","2024-10-17 00:00:00.0","74.4",,,"S","S","P","0001",,"008326","1",,,"2024","00060311",,
"B","40768","40768","2024-10-17 00:00:00.0","12.91",,,"S","S","P","0001",,"011399","3",,,"2024","00060315",,
"B","40769","40769","2024-10-17 00:00:00.0","168",,,"S","S","P","0001",,"018305","4",,,"2024","00060319",,
"B","40770","40770","2024-10-17 00:00:00.0","50",,,"S","S","P","0073",,"011987","1",,,"2024","00060325",,
"B","40771","40771","2024-10-17 00:00:00.0","10.4",,,"S","S","P","0001",,"007490","1",,,"2024","00060335",,
"B","40772","40772","2024-10-17 00:00:00.0","77.15",,,"S","S","P","0001",,"010028","1",,,"2024","00060341",,
"B","40773","40773","2024-10-17 00:00:00.0","52.5",,,"S","S","P","0001",,"011464","1",,,"2024","00060345",,
"B","40774","40774","2024-10-17 00:00:00.0","46.95",,,"S","S","P","0001",,"008905","3",,,"2024","00060351",,
"B","40775","40775","2024-10-17 00:00:00.0","36.15",,,"S","S","P","0001",,"009642","1",,,"2024","00060353",,
"B","40776","40776","2024-10-17 00:00:00.0","49",,,"S","S","P","0001",,"011022","4",,,"2024","00060355",,
"B","40777","40777","2024-10-17 00:00:00.0","140.18",,,"S","S","P","0001",,"008905","1",,,"2024","00060357",,
"B","40778","40778","2024-10-17 00:00:00.0","1292",,,"S","S","P","0001",,"008627","2",,,"2024","00060359",,
"B","40779","40779","2024-10-17 00:00:00.0","140",,,"S","S","P","0001",,"011012","1",,,"2024","00060363",,
"B","40780","40780","2024-10-17 00:00:00.0","711",,,"S","S","P","0001",,"011368","4",,,"2024","00060365",,
"B","40781","40781","2024-10-17 00:00:00.0","210.08",,,"S","S","P","0001",,"008222","4",,,"2024","00060367",,
"B","40782","40782","2024-10-17 00:00:00.0","50",,,"S","S","P","0001",,"009839","1",,,"2024","00060369",,
"B","40783","40783","2024-10-17 00:00:00.0","70",,,"S","S","P","0001",,"011076","2",,,"2024","00060375",,
"B","40784","40784","2024-10-17 00:00:00.0","16.4",,,"S","S","P","0001",,"009806","1",,,"2024","00060383",,
"B","40785","40785","2024-10-17 00:00:00.0","105",,,"S","S","P","0001",,"009414","3",,,"2024","00060389",,
"B","40786","40786","2024-10-17 00:00:00.0","75",,,"S","S","P","0001",,"004514","1",,,"2024","00060393",,
"B","40787","40787","2024-10-17 00:00:00.0","127.5",,,"S","S","P","0001",,"005767","1",,,"2024","00060397",,
"B","40788","40788","2024-10-17 00:00:00.0","79.97",,,"S","S","P","0001",,"011157","1",,,"2024","00060407",,
"B","40789","40789","2024-10-17 00:00:00.0","1540",,,"S","S","P","0001",,"011455","2",,,"2024","00060421",,
"B","40790","40790","2024-10-17 00:00:00.0","25",,,"S","S","P","0001",,"011455","2",,,"2024","00060423",,
"B","40791","40791","2024-10-17 00:00:00.0","256",,,"S","S","P","0001",,"010986","3",,,"2024","00060429",,
"B","40792","40792","2024-10-17 00:00:00.0","130",,,"S","S","P","0001",,"017043","1",,,"2024","00060431",,
"B","40793","40793","2024-10-17 00:00:00.0","49",,,"S","S","P","0001",,"010762","2",,,"2024","00060435",,
"B","40794","40794","2024-10-17 00:00:00.0","299.2",,,"S","S","P","0001",,"004560","1",,,"2024","00060437",,
"B","40795","40795","2024-10-17 00:00:00.0","132",,,"S","S","P","0001",,"004560","1",,,"2024","00060439",,
"B","40796","40796","2024-10-17 00:00:00.0","70.15",,,"S","S","P","0001",,"009992","1",,,"2024","00060443",,
"B","40797","40797","2024-10-17 00:00:00.0","52.5",,,"S","S","P","0001",,"011125","1",,,"2024","00060447",,
"B","40798","40798","2024-10-17 00:00:00.0","225",,,"S","S","P","0001",,"011411","1",,,"2024","00060449",,
"B","40799","40799","2024-10-17 00:00:00.0","35",,,"S","S","P","0001",,"011411","1",,,"2024","00060451",,
"B","40800","40800","2024-10-17 00:00:00.0","52.27",,,"S","S","P","0001",,"005553","1",,,"2024","00060457",,
"B","40801","40801","2024-10-17 00:00:00.0","25.12",,,"S","S","P","0001",,"005553","1",,,"2024","00060459",,
"B","40802","40802","2024-10-17 00:00:00.0","36.15",,,"S","S","P","0001",,"011411","4",,,"2024","00060471",,
"B","40803","40803","2024-10-17 00:00:00.0","63",,,"S","S","P","0001",,"010748","1",,,"2024","00060473",,
"B","40804","40804","2024-10-17 00:00:00.0","36",,,"S","S","P","0001",,"007893","1",,,"2024","00060477",,
"B","40805","40805","2024-10-17 00:00:00.0","36.15",,,"S","S","P","0001",,"011411","5",,,"2024","00060479",,
"B","40806","40806","2024-10-17 00:00:00.0","301.36",,,"S","S","P","0001",,"007589","1",,,"2024","00060482",,
"B","40807","40807","2024-10-17 00:00:00.0","50",,,"S","S","P","0001",,"005963","2",,,"2024","00060484",,
"B","40808","40808","2024-10-17 00:00:00.0","593.6",,,"S","S","P","0001",,"011263","1",,,"2024","00060490",,
"B","40809","40809","2024-10-17 00:00:00.0","50",,,"S","S","P","0073",,"011916","1",,,"2024","00060491",,
"B","40810","40810","2024-10-17 00:00:00.0","300",,,"S","S","P","0073",,"011916","1",,,"2024","00060494",,
"B","40811","40811","2024-10-17 00:00:00.0","20.7",,,"S","S","P","0001",,"010987","3",,,"2024","00060496",,
"B","40812","40812","2024-10-17 00:00:00.0","230",,,"S","S","P","0073",,"013766","2",,,"2024","00060497",,
"B","40813","40813","2024-10-17 00:00:00.0","59",,,"S","S","P","0001",,"011303","1",,,"2024","00060503",,
"B","40814","40814","2024-10-17 00:00:00.0","13.5",,,"S","S","P","0001",,"011395","2",,,"2024","00060513",,
"B","40815","40815","2024-10-17 00:00:00.0","360",,,"S","S","P","0001",,"010940","1",,,"2024","00060517",,
"B","40816","40816","2024-10-17 00:00:00.0","105",,,"S","S","P","0001",,"011358","1",,,"2024","00060523",,
"B","40817","40817","2024-10-17 00:00:00.0","13.9",,,"S","S","P","0001",,"010826","1",,,"2024","00060525",,
"B","40818","40818","2024-10-24 00:00:00.0","95",,,"S","S","P","0073","CONV","013073","1",,,"2024","00000120",,"03503"
"B","40819","40819","2024-10-24 00:00:00.0","362",,,"S","S","P","0001","CONV","007640","2",,,"2024","00023128",,"02033"
