"COD_GRUPPO","COD_LETTERA","COD_NUC","PRG_NUC","NUM_PROT","DAT_INVIO","ANNO_PRA","NUM_PRA","FIRMA"
"03","0302","002234","2","071121","2025-05-21 00:00:00.0",,,"CASPIE - Assistenza Indiretta"
