"COD_ACC","PRG_CONV","NUM_POLIZZA","COD_COMP","DES_CONV","PERC_ACCANTONAMENTO","CODICE_POLIZZA_AZIENDA","ACCORDO_NP","PRG_GRUPPO_INVIO","COD_PROVIDER","MAX_GG_PAGAMENTO","FLG_LIQUIDAZIONE_DIRETTA"
"0217","201","72908418","0001","FT3 INSIDE TRAVEL","0",,"A","1","CONV","30","N"
"0217","202","72908177","0001","FT3 TGM INTERNATIONAL","0",,"A","1","CONV","30","N"
"0217","203","79244506","0001","FT3 INT DIAMALTERIA ITALIANA","0",,"A","1","CONV","30","N"
"0217","204","72908309","0001","FT7 INSER","0",,"A","1","CONV","30","N"
"0019","3","72908178","0001","FONDO TUTELA 01_001INTEGRATIVA","0",,"A","1","CONV","30","N"
"0053","7","66312902","0001","FUNZIONARI NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0053","8","66312902","0001","FUNZIONARI NUCLEO 3 PERSONE","0",,"A","1","CONV","0","N"
"0053","9","66312902","0001","FUNZIONARI NUCLEO 4 PERSONE","0",,"A","1","CONV","0","N"
"0053","10","66312902","0001","FUNZIONARI NUCLEO 5 PERSONE","0",,"A","1","CONV","0","N"
"0005","6","73624569","0001","AON OPZ III Bis 73624569","0",,"A","1","CONV","30","S"
"0166","30","506188042","0001","SOCI 39 ANNI","0",,"A","1","CONV","30","N"
"0166","31","506188042","0001","SOCI 40 ANNI","0",,"A","1","CONV","30","N"
"0166","32","506188042","0001","SOCI 41 ANNI","0",,"A","1","CONV","30","N"
"0217","1",,"0001","FT1","0",,"A","1","CONV","30","N"
"0217","2",,"0001","FT1 >70","0",,"A","1","CONV","30","N"
"0218","11","72908216","0001","MT MEDIUM UNDER 70_ACETI","0",,"A","1","CONV","0","N"
"0218","26","500881497","0001","MT MEDIUM UNDER 70_BIAGINI","0",,"A","1","CONV","0","N"
"0218","27","72908484","0001","MT MEDIUM UNDER 70_ALBERTINI","0",,"A","1","CONV","0","N"
"0179","74","506601127","0001","OPZ GKNQ GKN HYDROGEN","0",,"A","1","CONV","0","N"
"0182","4","506270817","0001","FUNZIONARI NUCLEO 3 PERSONE","0",,"A","1","CONV","0","N"
"0217","221","72908450","0001","FT3 MAGGIONI TYPE","0",,"A","1","CONV","30","N"
"0217","222","72908492","0001","FT4 PENELOPE","0",,"A","1","CONV","30","N"
"0019","10","72908211","0001","FONDO TUTELA 14_001","0",,"A","1","CONV","30","N"
"0098","307","72908464","0001","FDO TUTELA 10 GEREVINI SRL","0",,"A","1","CONV","30","N"
"0218","47","72908384","0001","MT MEDIUM UNDER 70_DE CAPRIO","0",,"A","1","CONV","0","N"
"0179","52","505798889","0001","OPZ AC/4 BAD PELLETTERIE MILAN","0",,"A","1","CONV","0","N"
"0179","53","506601008","0001","OPZ AC/3 BAD IN PROGRESS","0",,"A","1","CONV","0","N"
"0179","54","505798888","0001","OPZ AI/3 BAD IMPULSE DYNAMICS","0",,"A","1","CONV","0","N"
"0019","77","72908317","0001","FONDO TUTELA 12_004","0",,"A","1","CONV","30","N"
"0019","78","72908065","0001","FONDO TUTELA 12_005","0",,"A","1","CONV","30","N"
"0019","84","79244481","0001","FONDO TUTELA 14_005","0",,"A","1","CONV","30","N"
"0019","85","500881416","0001","FONDO TUTELA 14_006","0",,"A","1","CONV","30","N"
"0088","157","72908484","0001","MITUTELA MEDIUM 073","0",,"A","1","CONV","0","N"
"0088","158","72908487","0001","MITUTELA BASE 065","0",,"A","1","CONV","0","N"
"0041","13","505134323","0001","CASSA OPZIONE B 002","0",,"A","1","CONV","0","N"
"0041","14","501049081","0001","CASSA OPZIONE C 002","0",,"A","1","CONV","0","N"
"0041","15","501049555","0001","CASSA OPZIONE C 003","0",,"A","1","CONV","0","N"
"0041","16","501671934","0001","CASSA OPZIONE C 004","0",,"A","1","CONV","0","N"
"0041","17","501049327","0001","CASSA OPZIONE A INT 002","0",,"A","1","CONV","0","N"
"0041","18","501049515","0001","CASSA OPZIONE A INT 003","0",,"A","1","CONV","0","N"
"0049","3","731472971","0073","HETA IPOTESI A 1/2","0",,"A","4","CONV","0","N"
"0055","1","500910615","0001","DIPENDENTI","0",,"A","1","CONV","30","N"
"0056","13","253742119","0002","P&P AZIENDE COMPLETA 1P","0",,"A","2","CONV","60","N"
"0056","12","253742118","0002","P&P PLUS INTEGRATIVA 3P","0",,"A","2","CONV","60","N"
"0019","128","72908226","0001","FDO TUTELA 10 BRC SPA","0",,"A","1","CONV","30","N"
"0019","129","72908228","0001","FDO TUTELA 10 R&F SRL","0",,"A","1","CONV","30","N"
"0019","130","72908231","0001","FDO TUTELA 10 ECOTERM SRL","0",,"A","1","CONV","30","N"
"0038","56","72908232","0001","MITUTELA MEDIUM 029","0",,"A","1","CONV","0","N"
"0019","131","72908237","0001","FDO TUTELA 12 TRANSFILMS SNC","0",,"A","1","CONV","30","N"
"0019","132","72908238","0001","FDO TUTELA 10 F.LLI ROTA SRL","0",,"A","1","CONV","30","N"
"0019","133","72908240","0001","FDO TUTELA 10 CENTRO RIPARAZIO","0",,"A","1","CONV","30","N"
"0019","134","72908241","0001","FDO TUTELA 13 MONTAGNA2000 SPA","0",,"A","1","CONV","30","N"
"0019","135","72908243","0001","FDO TUTELA 10 SYSMA ELETTRONIC","0",,"A","1","CONV","30","N"
"0038","58","72908255","0001","MITUTELA BASE 024","0",,"A","1","CONV","0","N"
"0038","59","72908258","0001","MITUTELA MEDIUM 030","0",,"A","1","CONV","0","N"
"0038","60","72908259","0001","MITUTELA BASE 025","0",,"A","1","CONV","0","N"
"0038","61","72908260","0001","MITUTELA BASE 026","0",,"A","1","CONV","0","N"
"0038","62","72908261","0001","MITUTELA BASE 027","0",,"A","1","CONV","0","N"
"0038","63","72908262","0001","MITUTELA MEDIUM 031","0",,"A","1","CONV","0","N"
"0019","138","72908264","0001","FDO TUTELA 10 IMM.RE MI.S.TO","0",,"A","1","CONV","30","N"
"0019","139","72908265","0001","FDO TUTELA 11 TUSCODI SRL","0",,"A","1","CONV","30","N"
"0019","140","72908266","0001","FDO TUTELA 10 OCEM SRL","0",,"A","1","CONV","30","N"
"0019","141","72908268","0001","FDO TUTELA 11 NAI SRL","0",,"A","1","CONV","30","N"
"0019","142","72908269","0001","FDO TUTELA 11 EEN 22 SRL","0",,"A","1","CONV","30","N"
"0038","64","72908271","0001","MITUTELA BASE 028","0",,"A","1","CONV","0","N"
"0038","65","72908275","0001","MITUTELA BASE 029","0",,"A","1","CONV","0","N"
"0019","143","72908277","0001","FDO TUTELA 01 MUSIC CENTER SRL","0",,"A","1","CONV","30","N"
"0019","144","72908280","0001","FDO TUTELA 10 LEGGERE E VIAGGI","0",,"A","1","CONV","30","N"
"0019","145","72908281","0001","FDO TUTELA 10 T ERRE SRL","0",,"A","1","CONV","30","N"
"0019","146","72908282","0001","FDO TUTELA 10 EUROPA SERVICE","0",,"A","1","CONV","30","N"
"0098","63","72908244","0001","FDO TUTELA 11 CESAG SRL","0",,"A","1","CONV","30","N"
"0098","64","72908267","0001","FDO TUTELA 11 BORGARELLI SAS","0",,"A","1","CONV","30","N"
"0114","1","73624581","0001","ACCURACY Opz. III","0",,"A","1","CONV","30","N"
"0114","2","73624580","0001","ACCURACY Opz. III Bis","0",,"A","1","CONV","30","N"
"0116","1","501049436","0001","GLOBAL SAFE IMPIEGATI","0",,"A","1","CONV","30","N"
"0118","1","501049438","0001","PREVILINE IMPIEGATI","0",,"A","1","CONV","30","N"
"0119","1","501049440","0001","US IMPIEGATI","0",,"A","1","CONV","30","N"
"0119","2","501049442","0001","US QUADRI","0",,"A","1","CONV","30","N"
"0120","1","501049444","0001","MUTUA MED IMPIEGATI","0",,"A","1","CONV","30","N"
"0122","1","733029602","0073","NATISSA QUADRI DIRETTIVI 3/4","0",,"A","4","CONV","0","N"
"0122","2","733029605","0073","NATISSA IPOTESI A 1/2","0",,"A","4","CONV","0","N"
"0123","1","501595790","0001","JDS RE HOLDING IMPIEGATI","0",,"A","1","CONV","0","N"
"0123","2","501595790","0001","JDS RE HOLDING QUADRI","0",,"A","1","CONV","0","N"
"0144","1","501049088","0001","DENTONS","0",,"A","1","CONV","0","N"
"0088","126","72908333","0001","MITUTELA MEDIUM 054","0",,"A","1","CONV","0","N"
"0098","294","72908442","0001","FDO TUTELA 04 PROGETTO SRL","0",,"A","1","CONV","30","N"
"0098","322","72908500","0001","FDO TUTELA 10 PROMO POWER 24","0",,"A","1","CONV","30","N"
"0098","323","72908502","0001","FDO TUTELA 10 ASIA AFRICA MARK","0",,"A","1","CONV","30","N"
"0166","19","506188042","0001","SOCI 28 ANNI","0",,"A","1","CONV","30","N"
"0023","17","501225800","0001","DENTARIE INTEGRATIVA DIRIGENTI","0",,"A","1","CONV","30","N"
"0028","2","501258058","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0029","1","501258104","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0029","2","501258104","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0037","2","501671700","0001","POLIZIA LOCALE BOLOGNA","0",,"A","1","CONV","30","N"
"0040","4","500881464","0001","SOLO TIT. RICOVERO < 2.000,01","0",,"A","1","CONV","0","N"
"0040","5","500881464","0001","SOLO TIT. RICO 2000,01-5000,00","0",,"A","1","CONV","0","N"
"0040","6","500881464","0001","SOLO TIT. RICOVERO > 5.000,00","0",,"A","1","CONV","0","N"
"0038","107","500881447","0001","MITUTELA BASE 054","0",,"A","1","CONV","0","N"
"0098","80","72908181","0001","FDO TUTELA 13 OMEGA SOC. COOP.","0",,"A","1","CONV","30","N"
"0098","260","72908414","0001","FDO TUTELA 10 SIRE ELETTRONICA","0",,"A","1","CONV","30","N"
"0098","281","72908422","0001","FDO TUTELA 10 BRT HOTELS","0",,"A","1","CONV","30","N"
"0098","282","72908424","0001","FDO TUTELA 11 VUEMME SRL","0",,"A","1","CONV","30","N"
"0098","311","72908467","0001","FDO TUTELA 11 LOLLI CERES SRL","0",,"A","1","CONV","30","N"
"0174","1","74680257","0001","DIOR DIPENDENTI COMPLETA","0",,"A","1","CONV","30","N"
"0174","2","74680257","0001","DIOR DIPENDENTI INTEGRATIVA","0",,"A","1","CONV","30","N"
"0174","3","74680263","0001","DIOR DIRIGENTI","0",,"A","1","CONV","30","N"
"0174","4","74680257","0001","DIOR QUADRI INTEGRATIVA","0",,"A","1","CONV","30","N"
"0218","1","72908160","0001","MITUTELA BASE UNDER 70","0",,"A","1","CONV","0","N"
"0218","9","72908195","0001","MT MEDIUM UNDER 70_CURIEL","0",,"A","1","CONV","0","N"
"0218","10","72908355","0001","MT BASE UNDER 70_FEDELI","0",,"A","1","CONV","0","N"
"0218","12","72908194","0001","MT MEDIUM OVER 70_MARINI","0",,"A","1","CONV","0","N"
"0179","24","505798989","0001","OPZ AC2NCK BAD INTERSYSTEMS","0",,"A","1","CONV","0","N"
"0217","146","72908119","0001","FT3 MILAGRI SRL","0",,"A","1","CONV","30","N"
"0217","147","72908416","0001","FT3 IRQ10 SRL","0",,"A","1","CONV","30","N"
"0217","148","500881410","0001","FT3 I.Q.S. SRL","0",,"A","1","CONV","30","N"
"0217","224","72908510","0001","FT1 INT TOP DOLOMITI ENERGIA","0",,"A","1","CONV","30","N"
"0019","1","72908135","0001","FDO TUTELA 01 EURASIA MOTOR CO","0",,"A","1","CONV","30","N"
"0045","1","501049627","0001","QUADRI","0",,"A","1","CONV","30","N"
"0098","74","501049353","0001","FDO TUTELA 11 P.F.B. SRL","0",,"A","1","CONV","30","N"
"0098","75","72908225","0001","FDO TUTELA 12 COMMI SRL","0",,"A","1","CONV","30","N"
"0098","77","72908317","0001","FDO TUTELA 12 ELANGRILL SRL","0",,"A","1","CONV","30","N"
"0098","78","72908065","0001","FDO TUTELA 12 INVEL REAL ESTAT","0",,"A","1","CONV","30","N"
"0098","81","72908274","0001","FDO TUTELA 14 DELTAINFORMATICA","0",,"A","1","CONV","30","N"
"0098","164","72908330","0001","FDO TUTELA 10 MADAMA OLIVA SRL","0",,"A","1","CONV","30","N"
"0154","3","501258058","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0154","4","501258058","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0150","3","501258104","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0150","4","501258104","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0098","142","72908269","0001","FDO TUTELA 11 EEN 22 SRL","0",,"A","1","CONV","30","N"
"0098","145","72908281","0001","FDO TUTELA 10 T ERRE SRL","0",,"A","1","CONV","30","N"
"0098","284","72908418","0001","FDO TUTELA 10 INSIDE TRAVEL","0",,"A","1","CONV","30","N"
"0184","1","505280678","0001","Q8","0",,"A","1","CONV","30","N"
"0184","2","505280678","0001","Q8 APPARECCHIO ACUSTICO","0",,"A","1","CONV","30","N"
"0184","3","505280678","0001","Q8 NO MAX FISIOTERAPIA","0",,"A","1","CONV","30","N"
"0184","4","505280678","0001","Q8 NO MAX PSICOANALISI","0",,"A","1","CONV","30","N"
"0184","5","505280678","0001","Q8 COLON E GASTRO","0",,"A","1","CONV","30","N"
"0208","1","500910615","0001","DIPENDENTI","0",,"A","1","CONV","30","N"
"0210","1","506528314","0001","J INVEST IMPIEGATI","0",,"A","1","CONV","0","N"
"0210","2","506528314","0001","J INVEST QUADRI","0",,"A","1","CONV","0","N"
"0213","1","79903489","0001","CAMINADA COMPLETA","0",,"A","1","CONV","0","N"
"0213","2","79903489","0001","CAMINADA INTEGRATIVA","0",,"A","1","CONV","0","N"
"0214","1","501595790","0001","JDS RE HOLDING IMPIEGATI","0",,"A","1","CONV","0","N"
"0214","2","501595790","0001","JDS RE HOLDING QUADRI","0",,"A","1","CONV","0","N"
"0217","27","79244403","0001","FT4 WATER CONSULTING MGMT","0",,"A","1","CONV","30","N"
"0218","16","72908368","0001","MT BASE UNDER 70_BERLUCCHI ROB","0",,"A","1","CONV","0","N"
"0179","37","505798892","0001","OPZ AI/EST/4CK BASE PALO ALTO","0",,"A","1","CONV","0","N"
"0217","72","79244389","0001","FT7 NUMMUS.INFO","0",,"A","1","CONV","30","N"
"0217","73","72908423","0001","FT7 SEAC FIN","0",,"A","1","CONV","30","N"
"0217","133","500881411","0001","FT3 >70 STAMPERIA DEL SEMPIONE","0",,"A","1","CONV","30","N"
"0217","174","500881409","0001","FT3 PUATO & ZOTTA SNC","0",,"A","1","CONV","30","N"
"0088","2","72908088","0001","MITUTELA MEDIUM 001","0",,"A","1","CONV","0","N"
"0088","3","72908163","0001","MITUTELA TOP 001","0",,"A","1","CONV","0","N"
"0088","4","72908085","0001","MITUTELA VIP 001","0",,"A","1","CONV","0","N"
"0088","5","500881414","0001","MITUTELA 12 001","0",,"A","1","CONV","0","N"
"0088","6","72908160","0001","MITUTELA BASE 002","0",,"A","1","CONV","0","N"
"0088","7","72908167","0001","MITUTELA BASE 003","0",,"A","1","CONV","0","N"
"0088","8","72908253","0001","MITUTELA BASE 004","0",,"A","1","CONV","0","N"
"0088","9","72908257","0001","MITUTELA BASE 005","0",,"A","1","CONV","0","N"
"0088","10","72908321","0001","MITUTELA BASE 006","0",,"A","1","CONV","0","N"
"0088","11","500881474","0001","MITUTELA BASE 007","0",,"A","1","CONV","0","N"
"0088","12","500881488","0001","MITUTELA BASE 008","0",,"A","1","CONV","0","N"
"0088","13","72908151","0001","MITUTELA MEDIUM 002","0",,"A","1","CONV","0","N"
"0088","14","72908159","0001","MITUTELA MEDIUM 003","0",,"A","1","CONV","0","N"
"0088","15","72908165","0001","MITUTELA MEDIUM 004","0",,"A","1","CONV","0","N"
"0088","16","72908216","0001","MITUTELA MEDIUM 005","0",,"A","1","CONV","0","N"
"0088","17","72908220","0001","MITUTELA MEDIUM 006","0",,"A","1","CONV","0","N"
"0088","18","72908263","0001","MITUTELA MEDIUM 007","0",,"A","1","CONV","0","N"
"0088","19","72908294","0001","MITUTELA MEDIUM 008","0",,"A","1","CONV","0","N"
"0088","20","72908310","0001","MITUTELA MEDIUM 009","0",,"A","1","CONV","0","N"
"0088","22","72908314","0001","MITUTELA MEDIUM 011","0",,"A","1","CONV","0","N"
"0088","23","72908334","0001","MITUTELA MEDIUM 012","0",,"A","1","CONV","0","N"
"0088","24","72908337","0001","MITUTELA MEDIUM 013","0",,"A","1","CONV","0","N"
"0088","25","72908343","0001","MITUTELA MEDIUM 014","0",,"A","1","CONV","0","N"
"0088","26","500881449","0001","MITUTELA MEDIUM 015","0",,"A","1","CONV","0","N"
"0088","27","72908251","0001","MITUTELA VIP 002","0",,"A","1","CONV","0","N"
"0088","28","72908074","0001","MITUTELA BASE 009","0",,"A","1","CONV","0","N"
"0088","29","72908075","0001","MITUTELA MEDIUM 016","0",,"A","1","CONV","0","N"
"0088","30","72908076","0001","MITUTELA BASE 010","0",,"A","1","CONV","0","N"
"0088","31","72908078","0001","MITUTELA TOP 002","0",,"A","1","CONV","0","N"
"0088","32","72908086","0001","MITUTELA MEDIUM 017","0",,"A","1","CONV","0","N"
"0088","33","72908087","0001","MITUTELA MEDIUM 018","0",,"A","1","CONV","0","N"
"0088","34","72908098","0001","MITUTELA BASE 011","0",,"A","1","CONV","0","N"
"0088","36","72908102","0001","MITUTELA BASE 013","0",,"A","1","CONV","0","N"
"0088","37","72908103","0001","MITUTELA BASE 014","0",,"A","1","CONV","0","N"
"0088","38","72908114","0001","MITUTELA MEDIUM 019","0",,"A","1","CONV","0","N"
"0088","39","72908115","0001","MITUTELA BASE 015","0",,"A","1","CONV","0","N"
"0088","40","72908126","0001","MITUTELA MEDIUM 020","0",,"A","1","CONV","0","N"
"0088","41","72908129","0001","MITUTELA BASE 016","0",,"A","1","CONV","0","N"
"0088","42","72908130","0001","MITUTELA BASE 017","0",,"A","1","CONV","0","N"
"0088","44","72908144","0001","MITUTELA BASE 018","0",,"A","1","CONV","0","N"
"0088","45","72908148","0001","MITUTELA BASE 019","0",,"A","1","CONV","0","N"
"0088","46","72908149","0001","MITUTELA BASE 020","0",,"A","1","CONV","0","N"
"0088","47","72908154","0001","MITUTELA MEDIUM 022","0",,"A","1","CONV","0","N"
"0088","48","72908164","0001","MITUTELA MEDIUM 023","0",,"A","1","CONV","0","N"
"0088","50","72908194","0001","MITUTELA MEDIUM 024","0",,"A","1","CONV","0","N"
"0088","51","72908195","0001","MITUTELA MEDIUM 025","0",,"A","1","CONV","0","N"
"0088","52","72908201","0001","MITUTELA MEDIUM 026","0",,"A","1","CONV","0","N"
"0088","53","72908212","0001","MITUTELA MEDIUM 027","0",,"A","1","CONV","0","N"
"0088","54","72908218","0001","MITUTELA BASE 022","0",,"A","1","CONV","0","N"
"0088","55","72908221","0001","MITUTELA MEDIUM 028","0",,"A","1","CONV","0","N"
"0088","56","72908232","0001","MITUTELA MEDIUM 029","0",,"A","1","CONV","0","N"
"0088","57","72908250","0001","MITUTELA BASE 023","0",,"A","1","CONV","0","N"
"0088","58","72908255","0001","MITUTELA BASE 024","0",,"A","1","CONV","0","N"
"0088","59","72908258","0001","MITUTELA MEDIUM 030","0",,"A","1","CONV","0","N"
"0088","60","72908259","0001","MITUTELA BASE 025","0",,"A","1","CONV","0","N"
"0088","61","72908260","0001","MITUTELA BASE 026","0",,"A","1","CONV","0","N"
"0088","62","72908261","0001","MITUTELA BASE 027","0",,"A","1","CONV","0","N"
"0088","63","72908262","0001","MITUTELA MEDIUM 031","0",,"A","1","CONV","0","N"
"0088","64","72908271","0001","MITUTELA BASE 028","0",,"A","1","CONV","0","N"
"0088","66","72908293","0001","MITUTELA BASE 030","0",,"A","1","CONV","0","N"
"0088","67","72908295","0001","MITUTELA BASE 031","0",,"A","1","CONV","0","N"
"0088","68","72908296","0001","MITUTELA BASE 032","0",,"A","1","CONV","0","N"
"0088","69","72908298","0001","MITUTELA BASE 033","0",,"A","1","CONV","0","N"
"0088","70","72908305","0001","MITUTELA BASE 034","0",,"A","1","CONV","0","N"
"0088","71","72908307","0001","MITUTELA BASE 035","0",,"A","1","CONV","0","N"
"0088","72","72908311","0001","MITUTELA BASE 036","0",,"A","1","CONV","0","N"
"0088","73","72908312","0001","MITUTELA TOP 003","0",,"A","1","CONV","0","N"
"0088","74","72908320","0001","MITUTELA BASE 037","0",,"A","1","CONV","0","N"
"0088","75","72908333","0001","MITUTELA BASE 038","0",,"A","1","CONV","0","N"
"0088","76","72908338","0001","MITUTELA MEDIUM 032","0",,"A","1","CONV","0","N"
"0088","77","72908345","0001","MITUTELA BASE 039","0",,"A","1","CONV","0","N"
"0088","78","72908347","0001","MITUTELA BASE 040","0",,"A","1","CONV","0","N"
"0088","79","72908348","0001","MITUTELA MEDIUM 033","0",,"A","1","CONV","0","N"
"0088","80","72908349","0001","MITUTELA MEDIUM 034","0",,"A","1","CONV","0","N"
"0088","81","72908350","0001","MITUTELA MEDIUM 035","0",,"A","1","CONV","0","N"
"0088","82","72908353","0001","MITUTELA MEDIUM 036","0",,"A","1","CONV","0","N"
"0088","83","72908355","0001","MITUTELA BASE 041","0",,"A","1","CONV","0","N"
"0088","84","72908356","0001","MITUTELA BASE 042","0",,"A","1","CONV","0","N"
"0088","85","72908357","0001","MITUTELA BASE 043","0",,"A","1","CONV","0","N"
"0088","86","72908358","0001","MITUTELA MEDIUM 037","0",,"A","1","CONV","0","N"
"0088","87","72908362","0001","MITUTELA MEDIUM 038","0",,"A","1","CONV","0","N"
"0088","88","72908363","0001","MITUTELA BASE 044","0",,"A","1","CONV","0","N"
"0088","89","72908368","0001","MITUTELA MEDIUM 039","0",,"A","1","CONV","0","N"
"0088","90","72908369","0001","MITUTELA BASE 045","0",,"A","1","CONV","0","N"
"0088","91","72908370","0001","MITUTELA BASE 046","0",,"A","1","CONV","0","N"
"0088","92","72908373","0001","MITUTELA MEDIUM 040","0",,"A","1","CONV","0","N"
"0088","93","72908375","0001","MITUTELA BASE 047","0",,"A","1","CONV","0","N"
"0088","94","72908380","0001","MITUTELA MEDIUM 041","0",,"A","1","CONV","0","N"
"0088","95","72908383","0001","MITUTELA MEDIUM 042","0",,"A","1","CONV","0","N"
"0088","96","72908384","0001","MITUTELA MEDIUM 043","0",,"A","1","CONV","0","N"
"0088","97","72908385","0001","MITUTELA BASE 048","0",,"A","1","CONV","0","N"
"0088","98","72908392","0001","MITUTELA BASE 049","0",,"A","1","CONV","0","N"
"0088","99","72908393","0001","MITUTELA MEDIUM 044","0",,"A","1","CONV","0","N"
"0088","100","72908339","0001","MITUTELA VIP 003","0",,"A","1","CONV","0","N"
"0088","101","500881439","0001","MITUTELA MEDIUM 045","0",,"A","1","CONV","0","N"
"0088","102","500881440","0001","MITUTELA VIP 004","0",,"A","1","CONV","0","N"
"0088","103","500881443","0001","MITUTELA BASE 050","0",,"A","1","CONV","0","N"
"0088","104","500881444","0001","MITUTELA BASE 051","0",,"A","1","CONV","0","N"
"0088","105","500881445","0001","MITUTELA BASE 052","0",,"A","1","CONV","0","N"
"0088","106","500881446","0001","MITUTELA BASE 053","0",,"A","1","CONV","0","N"
"0088","107","500881447","0001","MITUTELA BASE 054","0",,"A","1","CONV","0","N"
"0088","108","500881450","0001","MITUTELA TOP 004","0",,"A","1","CONV","0","N"
"0088","110","500881884","0001","MITUTELA TOP 006","0",,"A","1","CONV","0","N"
"0088","111","501049273","0001","MITUTELA TOP 007","0",,"A","1","CONV","0","N"
"0088","112","501049349","0001","MITUTELA TOP 008","0",,"A","1","CONV","0","N"
"0088","113","501049269","0001","MITUTELA VIP 005","0",,"A","1","CONV","0","N"
"0088","114","500881479","0001","MITUTELA BASE 055","0",,"A","1","CONV","0","N"
"0088","115","500881492","0001","MITUTELA BASE 056","0",,"A","1","CONV","0","N"
"0088","116","500881493","0001","MITUTELA BASE 057","0",,"A","1","CONV","0","N"
"0088","117","500881883","0001","MITUTELA BASE 058","0",,"A","1","CONV","0","N"
"0088","118","500881497","0001","MITUTELA MEDIUM 046","0",,"A","1","CONV","0","N"
"0088","119","500881885","0001","MITUTELA MEDIUM 047","0",,"A","1","CONV","0","N"
"0088","120","500881886","0001","MITUTELA MEDIUM 048","0",,"A","1","CONV","0","N"
"0088","121","501049078","0001","MITUTELA MEDIUM 049","0",,"A","1","CONV","0","N"
"0088","122","501049176","0001","MITUTELA MEDIUM 050","0",,"A","1","CONV","0","N"
"0088","123","501049270","0001","MITUTELA MEDIUM 051","0",,"A","1","CONV","0","N"
"0088","124","501049272","0001","MITUTELA MEDIUM 052","0",,"A","1","CONV","0","N"
"0088","125","501049276","0001","MITUTELA MEDIUM 053","0",,"A","1","CONV","0","N"
"0098","306","72908461","0001","FDO TUTELA 10 MARMI VRECH SRL","0",,"A","1","CONV","30","N"
"0049","4","731472971","0073","HETA IPOTESI B 1/2","0",,"A","4","CONV","0","N"
"0056","6","253742118","0002","P&P PLUS COMPLETA 2P","0",,"A","2","CONV","60","N"
"0088","156","72908484","0001","MITUTELA MEDIUM 072","0",,"A","1","CONV","0","N"
"0217","128","72908266","0001","FT3 OCEM SRL","0",,"A","1","CONV","30","N"
"0020","1","74680257","0001","DIOR DIPENDENTI COMPLETA","0",,"A","1","CONV","30","N"
"0030","1","501258086","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0030","2","501258086","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0031","1","501258055","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0031","2","501258055","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0032","1","0000000000","0003","DIPENDENTI","0",,"A","12","CONV","30","N"
"0033","1","501258075","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0033","2","501258075","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0038","4","72908085","0001","MITUTELA VIP 001","0",,"A","1","CONV","0","N"
"0038","22","72908314","0001","MITUTELA MEDIUM 011","0",,"A","1","CONV","0","N"
"0038","23","72908334","0001","MITUTELA MEDIUM 012","0",,"A","1","CONV","0","N"
"0038","24","72908337","0001","MITUTELA MEDIUM 013","0",,"A","1","CONV","0","N"
"0038","25","72908343","0001","MITUTELA MEDIUM 014","0",,"A","1","CONV","0","N"
"0038","26","500881449","0001","MITUTELA MEDIUM 015","0",,"A","1","CONV","0","N"
"0038","27","72908251","0001","MITUTELA VIP 002","0",,"A","1","CONV","0","N"
"0019","136","72908248","0001","FDO TUTELA 13 BAICAR SRL","0",,"A","1","CONV","30","N"
"0038","57","72908250","0001","MITUTELA BASE 023","0",,"A","1","CONV","0","N"
"0019","137","72908254","0001","FDO TUTELA 11 ROMA FOOD SRL","0",,"A","1","CONV","30","N"
"0038","67","72908295","0001","MITUTELA BASE 031","0",,"A","1","CONV","0","N"
"0038","68","72908296","0001","MITUTELA BASE 032","0",,"A","1","CONV","0","N"
"0038","69","72908298","0001","MITUTELA BASE 033","0",,"A","1","CONV","0","N"
"0038","95","72908383","0001","MITUTELA MEDIUM 042","0",,"A","1","CONV","0","N"
"0038","96","72908384","0001","MITUTELA MEDIUM 043","0",,"A","1","CONV","0","N"
"0038","97","72908385","0001","MITUTELA BASE 048","0",,"A","1","CONV","0","N"
"0038","98","72908392","0001","MITUTELA BASE 049","0",,"A","1","CONV","0","N"
"0038","99","72908393","0001","MITUTELA MEDIUM 044","0",,"A","1","CONV","0","N"
"0038","100","72908339","0001","MITUTELA VIP 003","0",,"A","1","CONV","0","N"
"0038","101","500881439","0001","MITUTELA MEDIUM 045","0",,"A","1","CONV","0","N"
"0038","102","500881440","0001","MITUTELA VIP 004","0",,"A","1","CONV","0","N"
"0019","204","79244432","0001","FDO TUTELA 13 AUTOTRASPORTI SR","0",,"A","1","CONV","30","N"
