"COD_ACC","PRG_CONV","NUM_POLIZZA","COD_COMP","DES_CONV","PERC_ACCANTONAMENTO","CODICE_POLIZZA_AZIENDA","ACCORDO_NP","PRG_GRUPPO_INVIO","COD_PROVIDER","MAX_GG_PAGAMENTO","FLG_LIQUIDAZIONE_DIRETTA"
"0098","198","79244403","0001","FDO TUTELA 11 WATER CONSULTING","0",,"A","1","CONV","30","N"
"0154","1","501258058","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0154","2","501258058","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0155","1","501258069","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0155","2","501258069","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0155","3","501258069","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0155","4","501258069","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0157","1","501258086","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0157","2","501258086","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0166","25","506188042","0001","SOCI 34 ANNI","0",,"A","1","CONV","30","N"
"0217","74","72908446","0001","FT4 SAFLER","0",,"A","1","CONV","30","N"
"0022","1","114403083","0005","FONDO SOLIDARIETA C.R.LUCCA","0",,"A","3","CONV","30","N"
"0038","47","72908154","0001","MITUTELA MEDIUM 022","0",,"A","1","CONV","0","N"
"0019","107","72908155","0001","FDO TUTELA 10 LA RISANAUTO SRL","0",,"A","1","CONV","30","N"
"0019","108","72908161","0001","FDO TUTELA 10 NUOVA CIVES SRL","0",,"A","1","CONV","30","N"
"0019","109","72908162","0001","FDO TUTELA 10 VEGAPROGETTI SNC","0",,"A","1","CONV","30","N"
"0038","48","72908164","0001","MITUTELA MEDIUM 023","0",,"A","1","CONV","0","N"
"0019","110","72908166","0001","FDO TUTELA 11 OFFICINA EDILE","0",,"A","1","CONV","30","N"
"0019","111","72908168","0001","FDO TUTELA 12 INERTECO SRL","0",,"A","1","CONV","30","N"
"0098","82","72908286","0001","FDO TUTELA 14 OTTO SRL BENEFIT","0",,"A","1","CONV","30","N"
"0088","129","72908505","0001","MITUTELA BASE 059","0",,"A","1","CONV","0","N"
"0098","285","72908427","0001","FDO TUTELA 10 BOVE","0",,"A","1","CONV","30","N"
