"COD_ACC","PRG_CONV","OPZIONE","TIPOISCRIZIONE","TIPOOPZIONE","INTEGR_SOST","FLG_INVIOSINISTRIADE","FLG_INVIOCONTRIBUTIADE"
"0218","24","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","66","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","65","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","111","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","125","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","103","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","101","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","102","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","41","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","39","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","40","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","42","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","43","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","45","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","44","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0202","11","SAS","PCA",,"SOSTITUTIVA","S","N"
"0217","187","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0209","1","BANCO DI SICILIA","AGENZIA PALERMO EMMEGROUP",,"SOSTITUTIVA","N","N"
"0203","1","SAS","PCA",,"SOSTITUTIVA","S","N"
"0203","3","SAS","PCA",,"SOSTITUTIVA","S","N"
"0098","260","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","259","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","121","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","123","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","122","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","124","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","52","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","126","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","127","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0209","2","BANCO DI SICILIA","AGENZIA PALERMO EMMEGROUP",,"SOSTITUTIVA","N","N"
"0080","1","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0080","2","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0080","3","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0080","4","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0080","5","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0080","6","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0076","1","CASSA BISALUS","VERSPIEREN",,"SOSTITUTIVA","S","N"
"0076","2","CASSA BISALUS","VERSPIEREN",,"INTEGRATIVA","S","N"
"0076","3","CASSA BISALUS","VERSPIEREN",,"SOSTITUTIVA","S","N"
"0076","4","CASSA BISALUS","VERSPIEREN",,"INTEGRATIVA","S","N"
"0174","1","CASSA BISALUS","VERSPIEREN",,"SOSTITUTIVA","S","N"
"0174","3","CASSA BISALUS","VERSPIEREN",,"SOSTITUTIVA","S","N"
"0144","1","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0083","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0083","2","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0083","3","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0099","1","PREVIP","PRESIDIUM SPA",,"SOSTITUTIVA","S","N"
"0101","2","PREVIP","MILANO CENTRO",,"INTEGRATIVA","S","N"
"0125","8","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0105","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0081","1","PREVIP","AGENZIA FAENZA IMOLA BOLOGNA BIEMMEPI COD 403  ALLIANZ 481 SRL",,"SOSTITUTIVA","S","N"
"0102","2","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0217","29","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","197","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","61","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","13","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","31","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","222","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0166","34","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","50","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0218","22","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","30","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","32","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","28","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0199","1","CASSA PREVILINE ASSISTANCE","AGENZIA DI CODROIPO",,"SOSTITUTIVA","S","N"
"0217","119","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","166","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0224","1","PREVIP","PRESIDIUM SPA",,"SOSTITUTIVA","S","N"
"0218","46","INSER","MUTUA MITUTELA",,"SOSTITUTIVA","S","N"
"0219","4","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","N","N"
"0219","6","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","N","N"
"0232","1",,,,,"S","S"
