"IDFATTURA","ANNO_PRA","NUM_PRA","PRG_VOCE"
"32914","2024","00066718","8"
"32914","2024","00066718","9"
"32914","2024","00066718","10"
"32914","2024","00066718","11"
"32839","2024","00055419","6"
"32840","2024","00055419","7"
"32829","2024","00046610","3"
"32829","2024","00046610","4"
"32829","2024","00046610","5"
"32829","2024","00046610","6"
"32829","2024","00046610","7"
"32000","2024","00064738","1"
"32000","2024","00064738","2"
"32829","2024","00046610","8"
"33191","2024","00019161","1"
"33191","2024","00019161","2"
"32034","2024","00056304","1"
"32034","2024","00056304","2"
"32034","2024","00056304","12"
"33191","2024","00019161","3"
"33191","2024","00019161","4"
"33191","2024","00019161","5"
"33191","2024","00019161","6"
"33191","2024","00019161","7"
"33191","2024","00019161","8"
"33191","2024","00019161","9"
"33191","2024","00019161","10"
"33191","2024","00019161","11"
"33191","2024","00019161","12"
"32829","2024","00046610","9"
"32829","2024","00046610","10"
"33191","2024","00019161","13"
"33191","2024","00019161","14"
"33191","2024","00019161","15"
"33191","2024","00019161","16"
"33191","2024","00019161","17"
"33191","2024","00019161","18"
"33191","2024","00019161","19"
"33191","2024","00019161","20"
"32829","2024","00046610","11"
"32829","2024","00046610","12"
"32829","2024","00046610","13"
"32829","2024","00046610","14"
"32829","2024","00046610","15"
"32829","2024","00046610","16"
"32829","2024","00046610","17"
"32829","2024","00046610","18"
"32829","2024","00046610","19"
"32829","2024","00046610","20"
"32829","2024","00046610","27"
"32829","2024","00046610","32"
"33197","2024","00063341","1"
"33197","2024","00063341","2"
"32830","2024","00046610","22"
"32830","2024","00046610","24"
"32830","2024","00046610","28"
"32830","2024","00046610","29"
"32830","2024","00046610","30"
"32838","2024","00055419","2"
"32914","2024","00066718","1"
"32914","2024","00066718","2"
"32836","2024","00055419","3"
"32836","2024","00055419","8"
"32835","2024","00055419","4"
"32835","2024","00055419","5"
"33215","2024","00055441","1"
"33224","2024","00051208","1"
"33225","2024","00053354","1"
"33231","2024","00012122","14"
"33230","2024","00012122","1"
"33230","2024","00012122","2"
"33230","2024","00012122","3"
"33230","2024","00012122","4"
"33230","2024","00012122","5"
"33230","2024","00012122","6"
"33230","2024","00012122","7"
"33230","2024","00012122","8"
"47092","2024","00058249","1"
"47092","2024","00058249","2"
"37291","2024","00075382","1"
"37294","2024","00075388","1"
"47092","2024","00058249","3"
"37299","2024","00075395","2"
"47092","2024","00058249","4"
"37305","2024","00075404","1"
"37307","2024","00075407","1"
"47092","2024","00058249","5"
"47092","2024","00058249","6"
"36232","2024","00058478","1"
"37306","2024","00075405","1"
"36242","2024","00073340","1"
"47092","2024","00058249","7"
"37315","2024","00075420","1"
"47092","2024","00058249","8"
"47092","2024","00058249","9"
"47092","2024","00058249","10"
"47092","2024","00058249","11"
"47092","2024","00058249","12"
"47092","2024","00058249","13"
"47092","2024","00058249","14"
"47092","2024","00058249","15"
"47092","2024","00058249","16"
"47092","2024","00058249","17"
"47092","2024","00058249","18"
"47092","2024","00058249","19"
"47092","2024","00058249","20"
"47092","2024","00058249","21"
"47092","2024","00058249","22"
"47092","2024","00058249","23"
"47092","2024","00058249","24"
"47092","2024","00058249","25"
"46910","2025","00004052","2"
"47094","2025","00004334","1"
"47397","2025","00004752","1"
"47399","2025","00004756","1"
"50260","2025","00008967","1"
"51114","2024","00089852","1"
"50805","2025","00011430","1"
"36346","2024","00073504","1"
"50954","2025","00010310","1"
"36350","2024","00073514","1"
"50807","2025","00011432","1"
"50814","2024","00000108","1"
"50814","2024","00000108","2"
"50816","2025","00011468","1"
"50812","2025","00011450","1"
"50817","2025","00011470","1"
"50821","2025","00011478","1"
"51078","2024","00089838","1"
"51003","2024","00089831","1"
"50981","2025","00010652","1"
"51089","2024","00089321","1"
"50989","2025","00010992","1"
"51004","2024","00089832","1"
"51802","2024","00082411","2"
"50967","2025","00011796","1"
"51001","2024","00089346","1"
"51078","2024","00089838","2"
"51005","2025","00011860","1"
"51007","2025","00005399","1"
"51011","2024","00089833","1"
"51012","2025","00011875","1"
"51119","2024","00089854","1"
"51762","2025","00012891","2"
"50570","2025","00010978","1"
"51802","2024","00082411","1"
"50678","2025","00011203","3"
"51803","2025","00010885","1"
"51803","2025","00010885","2"
"51522","2025","00011140","2"
"51469","2025","00012349","1"
"51803","2025","00010885","3"
"51401","2025","00006957","1"
"51803","2025","00010885","12"
"51803","2025","00010885","13"
"51803","2025","00010885","15"
"51803","2025","00010885","16"
"51803","2025","00010885","17"
"50960","2025","00011778","1"
"50927","2025","00011714","1"
"51803","2025","00010885","18"
"51803","2025","00010885","19"
"50947","2025","00011755","1"
"51803","2025","00010885","20"
"51803","2025","00010885","21"
"51218","2025","00012152","1"
"51803","2025","00010885","22"
"51803","2025","00010885","27"
"51805","2025","00000208","1"
"51027","2025","00009726","1"
"51027","2025","00009726","2"
"51027","2025","00009726","3"
"51805","2025","00000208","2"
"51033","2025","00011911","1"
"51805","2025","00000208","3"
"51805","2025","00000208","4"
"51805","2025","00000208","5"
"52004","2025","00013331","1"
"51832","2025","00012979","1"
"51760","2025","00006855","4"
"51958","2025","00013226","1"
"51999","2024","00090033","1"
"52003","2025","00013329","1"
"52009","2024","00090039","1"
"52005","2024","00090037","1"
"52006","2025","00013341","1"
"52021","2025","00013375","1"
"52025","2025","00009116","1"
"51892","2025","00013103","1"
"51893","2025","00013103","2"
"51894","2025","00013103","3"
"51926","2025","00013169","1"
"51829","2025","00012973","1"
"51870","2025","00013063","1"
"52033","2025","00013396","1"
"52019","2024","00090043","1"
"52026","2025","00013383","1"
"52031","2025","00013386","1"
"52031","2025","00013386","2"
"52017","2025","00013359","1"
"52028","2025","00013385","1"
"52033","2025","00013396","2"
"52032","2025","00013394","1"
"52023","2025","00013377","1"
"52029","2025","00013390","1"
"52020","2025","00013371","1"
"52014","2025","00013353","1"
"51750","2025","00012875","1"
"51917","2025","00013151","1"
"51746","2025","00012869","1"
"52035","2025","00013402","1"
"52002","2025","00013325","1"
"51243","2025","00012186","1"
"51241","2025","00012180","1"
"51238","2025","00012176","1"
"51859","2025","00013025","1"
"51232","2025","00012174","1"
"51315","2024","00089908","1"
"52038","2025","00013406","1"
"51544","2025","00012464","1"
"52039","2025","00013408","1"
"52039","2025","00013408","2"
"52046","2025","00013422","1"
"52045","2025","00013418","1"
"51862","2025","00013043","1"
"51130","2024","00089860","2"
"51869","2025","00013057","1"
"51861","2025","00013037","1"
"52049","2025","00013428","1"
"51628","2025","00012633","1"
"52043","2025","00013414","1"
"52059","2025","00013460","1"
"52044","2025","00013414","2"
"52024","2025","00013379","1"
"52064","2025","00013472","2"
"51287","2024","00089898","1"
"51131","2024","00089860","3"
"51133","2024","00089860","5"
"51134","2024","00089860","6"
"51129","2024","00089860","1"
"52054","2025","00013448","1"
"51619","2025","00012611","1"
"51901","2024","00090016","1"
"52122","2025","00013582","1"
"52052","2025","00013438","1"
"52051","2025","00013434","1"
"52055","2025","00011574","1"
"52056","2024","00090048","1"
"52050","2024","00090046","1"
"52048","2025","00013426","1"
"51237","2024","00089880","1"
"52106","2025","00013563","1"
"52058","2025","00013458","1"
"52057","2025","00013456","1"
"52059","2025","00013460","2"
"52074","2025","00013488","2"
"52064","2025","00013472","1"
"52101","2025","00011564","1"
"52089","2025","00013506","1"
"52096","2025","00013526","1"
"52091","2025","00013516","1"
"52104","2025","00013559","2"
"52067","2025","00013478","1"
"52070","2025","00013482","1"
"52105","2025","00013561","1"
"52111","2025","00013569","1"
"52071","2025","00013484","1"
"52116","2025","00013494","2"
"52072","2025","00013486","1"
"52066","2024","00090052","1"
"50317","2025","00010534","1"
"52117","2025","00013494","3"
"52108","2025","00011122","1"
"52078","2024","00090056","3"
"52094","2025","00013522","1"
"52081","2024","00090056","6"
"52082","2024","00090056","7"
"52083","2024","00090056","8"
"52118","2025","00013494","4"
"52073","2025","00012486","1"
"52084","2025","00008011","1"
"52090","2025","00013510","1"
"52109","2025","00013565","1"
"52109","2025","00013565","2"
"52103","2025","00013557","1"
"52086","2025","00002093","1"
"52063","2024","00090050","1"
"52099","2025","00013532","1"
"52088","2025","00013500","1"
"52100","2025","00013538","1"
"52093","2025","00013520","1"
"52119","2025","00013494","5"
"52095","2025","00013524","1"
"52092","2025","00013518","1"
"52061","2025","00013466","1"
"51240","2024","00089884","1"
"52013","2025","00013351","1"
"52060","2025","00013464","1"
"52095","2025","00013524","2"
"52065","2025","00013474","1"
"51464","2025","00012332","1"
"52104","2025","00013559","1"
"52120","2024","00090058","1"
"52124","2025","00013586","1"
"52128","2025","00013598","1"
"52126","2025","00013592","1"
"52127","2025","00013596","1"
"51318","2025","00012290","2"
"51318","2025","00012290","1"
"52130","2025","00012782","1"
"52143","2025","00013640","1"
"52137","2025","00013624","1"
"52139","2025","00013628","1"
"52141","2025","00013634","1"
"52148","2025","00013648","1"
"52132","2025","00013608","1"
"52142","2025","00013638","1"
"52151","2024","00074667","1"
"52144","2024","00090062","1"
"52150","2024","00090068","1"
"52148","2025","00013648","2"
"52149","2024","00088411","1"
"52149","2024","00088411","2"
"52149","2024","00088411","3"
"52146","2025","00013642","1"
"52145","2024","00090064","1"
"26295","2024","00032020","1"
"26296","2024","00037293","1"
"26296","2024","00037293","2"
"26325","2024","00037769","11"
"26299","2024","00038033","1"
"26299","2024","00038033","2"
"26301","2024","00039006","1"
"26325","2024","00037769","3"
"26325","2024","00037769","6"
"26325","2024","00037769","12"
"26325","2024","00037769","13"
"26325","2024","00037769","14"
"26325","2024","00037769","15"
"26325","2024","00037769","16"
"26325","2024","00037769","17"
"26325","2024","00037769","18"
"26325","2024","00037769","19"
"26325","2024","00037769","20"
"26325","2024","00037769","22"
"26007","2024","00037769","21"
"26328","2024","00052913","3"
"26328","2024","00052913","1"
"26328","2024","00052913","2"
"26329","2024","00048783","1"
"26336","2024","00052635","1"
"26379","2024","00044675","1"
"26379","2024","00044675","2"
"26368","2024","00053044","1"
"26379","2024","00044675","3"
"26452","2024","00053198","2"
"26383","2024","00051034","3"
"26383","2024","00051034","2"
"26383","2024","00051034","1"
"14492","2024","00030033","1"
"27378","2024","00054951","1"
"14493","2024","00030033","2"
"26618","2024","00053506","1"
"26597","2024","00053448","1"
"26602","2024","00053462","1"
"28310","2024","00057146","1"
"27230","2024","00054633","1"
"27281","2024","00054747","1"
"26644","2024","00050914","3"
"26644","2024","00050914","1"
"26644","2024","00050914","2"
"27394","2024","00054977","2"
"27394","2024","00054977","3"
"27381","2024","00031043","1"
"26810","2024","00053917","2"
"27388","2024","00054962","1"
"26814","2024","00053925","1"
"26815","2024","00053926","1"
"26816","2024","00053927","1"
"27384","2024","00031061","1"
"27385","2024","00054959","2"
"27387","2024","00047110","1"
"27624","2024","00055519","1"
"27391","2024","00054968","1"
"27393","2024","00054971","1"
"27389","2024","00054964","1"
"27390","2024","00054964","2"
"27394","2024","00054977","1"
"27402","2024","00054993","1"
"27427","2024","00055021","1"
"28296","2024","00057110","3"
"28297","2024","00057110","4"
"28317","2024","00057160","1"
"28295","2024","00057110","2"
"28318","2024","00057162","1"
"28311","2024","00057148","1"
"28325","2024","00057184","1"
"28446","2024","00057450","1"
"28327","2024","00057188","1"
"28329","2024","00057192","1"
"28316","2024","00057158","1"
"28326","2024","00057186","1"
"28319","2024","00057164","1"
"28313","2024","00057152","1"
"28333","2024","00057204","1"
"28443","2024","00057446","1"
"28298","2024","00057118","1"
"28445","2024","00057448","1"
"28452","2024","00057458","1"
"28471","2024","00057492","1"
"28470","2024","00057490","1"
"28479","2024","00057496","1"
"28469","2024","00057488","1"
"28493","2024","00057516","1"
"28477","2024","00057494","1"
"30792","2024","00062315","1"
"28485","2024","00057504","1"
"28501","2024","00057520","1"
"28500","2024","00057518","1"
"28502","2024","00057522","1"
"28507","2024","00057542","1"
"28514","2024","00057560","1"
"29314","2024","00056682","1"
"29401","2024","00059478","1"
"29457","2024","00059604","1"
"29449","2024","00059588","1"
"29451","2024","00059592","1"
"29463","2024","00059628","1"
"29466","2024","00059634","1"
"29467","2024","00059636","1"
"30763","2024","00062273","1"
"29456","2024","00059602","1"
"30292","2024","00039962","1"
"30306","2024","00061400","1"
"30306","2024","00061400","2"
"30298","2024","00059851","1"
"30303","2024","00061394","1"
"29550","2024","00053464","1"
"29551","2024","00054540","1"
"30310","2024","00061410","1"
"30792","2024","00062315","2"
"30791","2024","00062309","1"
"30794","2024","00062317","1"
"30683","2024","00062127","1"
"30683","2024","00062127","2"
"30683","2024","00062127","3"
"30795","2024","00057921","1"
"30796","2024","00062320","1"
"30797","2024","00062321","1"
"30798","2024","00062323","1"
"30825","2024","00059488","2"
"30800","2024","00062326","1"
"31821","2024","00059741","1"
"32029","2024","00064788","1"
"30831","2024","00062388","1"
"30830","2024","00062386","1"
"30835","2024","00062394","1"
"30838","2024","00062402","1"
"30845","2024","00055404","1"
"30848","2024","00062414","1"
"31168","2024","00063012","1"
"30857","2024","00061278","1"
"31326","2024","00063286","1"
"31089","2024","00062851","1"
"30860","2024","00062434","1"
"30861","2024","00062436","1"
"30864","2024","00062438","1"
"31244","2024","00030526","1"
"31306","2024","00063259","1"
"31412","2024","00054111","1"
"30975","2024","00062675","1"
"31091","2024","00062852","2"
"30873","2024","00061554","1"
"30873","2024","00061554","2"
"31163","2024","00063002","1"
"30934","2024","00062596","1"
"30934","2024","00062596","2"
"31164","2024","00063004","1"
"31165","2024","00063006","1"
"31169","2024","00063014","1"
"31144","2024","00062962","1"
"31167","2024","00063010","1"
"31205","2024","00063069","1"
"31205","2024","00063069","2"
"31437","2024","00063534","1"
"31206","2024","00063071","1"
"30959","2024","00062645","1"
"31437","2024","00063534","2"
"32024","2024","00050166","3"
"31413","2024","00056090","1"
"31797","2024","00064303","1"
"31414","2024","00063482","1"
"31415","2024","00057476","1"
"31415","2024","00057476","2"
"31377","2024","00063407","1"
"31417","2024","00063490","1"
"31809","2024","00064326","2"
"31388","2024","00063423","2"
"31429","2024","00047042","1"
"31429","2024","00047042","2"
"32032","2024","00057875","1"
"31428","2024","00063512","1"
"31421","2024","00063498","1"
"31424","2024","00063506","1"
"31387","2024","00063423","1"
"31426","2024","00063508","1"
"31426","2024","00063508","2"
"31821","2024","00059741","2"
"32045","2024","00064818","3"
"32024","2024","00050166","2"
"31938","2024","00064619","1"
"32089","2024","00063802","1"
"31957","2024","00064657","1"
"32024","2024","00050166","4"
"31955","2024","00064656","1"
"31958","2024","00064658","1"
"32021","2024","00050166","1"
"32021","2024","00050166","20"
"32024","2024","00050166","5"
"32024","2024","00050166","6"
"32024","2024","00050166","7"
"32024","2024","00050166","8"
"32024","2024","00050166","9"
"32024","2024","00050166","10"
"32024","2024","00050166","11"
"32024","2024","00050166","12"
"32024","2024","00050166","13"
"32024","2024","00050166","14"
"32024","2024","00050166","16"
"32024","2024","00050166","18"
"32024","2024","00050166","19"
"32025","2024","00050166","17"
"32025","2024","00050166","21"
"32039","2024","00064806","1"
"31919","2024","00064555","1"
"32004","2024","00041252","2"
"32004","2024","00041252","6"
"32103","2024","00064927","1"
"32089","2024","00063802","3"
"32089","2024","00063802","4"
"32265","2024","00065356","1"
"32104","2024","00064929","1"
"31972","2024","00064684","1"
"31972","2024","00064684","2"
"31972","2024","00064684","3"
"32045","2024","00064818","1"
"32045","2024","00064818","2"
"32106","2024","00064933","1"
"32265","2024","00065356","2"
"32324","2024","00065493","1"
"32298","2024","00065429","1"
"32289","2024","00063584","1"
"32297","2024","00065427","1"
"32318","2024","00065471","1"
"32332","2024","00065531","1"
"32322","2024","00065477","1"
"32137","2024","00057702","10"
"32137","2024","00057702","12"
"32137","2024","00057702","8"
"32137","2024","00057702","9"
"32137","2024","00057702","13"
"32137","2024","00057702","11"
"32137","2024","00057702","14"
"32137","2024","00057702","16"
"32137","2024","00057702","17"
"32137","2024","00057702","15"
"32137","2024","00057702","18"
"32137","2024","00057702","19"
"32138","2024","00057702","20"
"32139","2024","00057702","1"
"32139","2024","00057702","2"
"32139","2024","00057702","3"
"32139","2024","00057702","4"
"32139","2024","00057702","5"
"32139","2024","00057702","6"
"32139","2024","00057702","7"
"32141","2024","00065006","1"
"32290","2024","00065411","1"
"29767","2024","00060425","3"
"29767","2024","00060425","2"
"29767","2024","00060425","4"
"32157","2024","00065051","1"
"32291","2024","00065415","1"
"32319","2024","00065473","1"
"32333","2024","00065535","1"
"32308","2024","00065451","1"
"32323","2024","00065485","1"
"32325","2024","00065493","2"
"32326","2024","00065495","1"
"32341","2024","00065553","1"
"32345","2024","00065561","1"
"32742","2024","00066351","1"
"45296","2024","00076618","2"
"36625","2024","00061364","1"
"36625","2024","00061364","2"
"36625","2024","00061364","3"
"36144","2024","00073160","1"
"36625","2024","00061364","4"
"36625","2024","00061364","5"
"36625","2024","00061364","6"
"36625","2024","00061364","7"
"36625","2024","00061364","8"
"36625","2024","00061364","9"
"36625","2024","00061364","10"
"36625","2024","00061364","11"
"36625","2024","00061364","12"
"36625","2024","00061364","13"
"36625","2024","00061364","14"
"36625","2024","00061364","15"
"36625","2024","00061364","16"
"36625","2024","00061364","17"
"36625","2024","00061364","18"
"36625","2024","00061364","19"
"36625","2024","00061364","20"
"36625","2024","00061364","21"
"36625","2024","00061364","22"
"36625","2024","00061364","23"
"36625","2024","00061364","24"
"36625","2024","00061364","25"
"36625","2024","00061364","26"
"36625","2024","00061364","27"
"36625","2024","00061364","28"
"36625","2024","00061364","29"
"36660","2024","00074061","4"
"36631","2024","00067845","3"
"36631","2024","00067845","4"
"36631","2024","00067845","5"
"36634","2024","00069778","1"
"36634","2024","00069778","2"
"36631","2024","00067845","1"
"36631","2024","00067845","2"
"36635","2024","00073310","1"
"36635","2024","00073310","2"
"36635","2024","00073310","3"
"36635","2024","00073310","4"
"36635","2024","00073310","5"
"36635","2024","00073310","6"
"36635","2024","00073310","7"
"36635","2024","00073310","8"
"36635","2024","00073310","9"
"36635","2024","00073310","10"
"36635","2024","00073310","11"
"36635","2024","00073310","12"
"36635","2024","00073310","13"
"36646","2024","00070609","1"
"36647","2024","00074058","2"
"36639","2024","00065020","1"
"36640","2024","00074050","1"
"36641","2024","00069537","1"
"36642","2024","00069869","1"
"36651","2024","00070759","1"
"36653","2024","00074061","1"
"36650","2024","00072074","1"
"36647","2024","00074058","1"
"18988","2024","00038759","1"
"36656","2024","00074061","5"
"36658","2024","00074061","6"
"36668","2024","00070762","1"
"36659","2024","00074061","7"
"18988","2024","00038759","2"
"29277","2024","00051829","1"
"37624","2024","00076041","1"
"37054","2024","00074916","1"
"37054","2024","00074916","2"
"37054","2024","00074916","3"
"37054","2024","00074916","4"
"36504","2024","00073798","1"
"37060","2024","00074949","1"
"39396","2024","00072999","1"
"37628","2024","00037994","1"
"37658","2024","00069276","1"
"37633","2024","00076071","1"
"37628","2024","00037994","2"
"37634","2024","00076071","2"
"37591","2024","00075975","1"
"40484","2024","00077825","1"
"37517","2024","00075839","1"
"37572","2024","00075937","1"
"37573","2024","00075939","1"
"40484","2024","00077825","3"
"37606","2024","00076005","1"
"37630","2024","00076065","1"
"37542","2024","00075871","1"
"37584","2024","00075963","1"
"37537","2024","00075861","1"
"37629","2024","00076061","1"
"37699","2024","00076181","1"
"40484","2024","00077825","2"
"38809","2024","00078494","1"
"40484","2024","00077825","4"
"40651","2024","00081432","1"
"40431","2024","00081026","2"
"38858","2024","00075232","1"
"40487","2024","00077327","1"
"38868","2024","00069030","1"
"40488","2024","00078524","1"
"40489","2024","00081110","1"
"40666","2024","00065892","24"
"38987","2024","00078738","1"
"40573","2024","00081276","1"
"40721","2024","00081582","1"
"40653","2024","00081438","1"
"40671","2024","00081466","1"
"40431","2024","00081026","1"
"40397","2024","00080980","1"
"40662","2024","00081452","1"
"41894","2024","00063620","28"
"40667","2024","00065892","10"
"40494","2024","00081122","2"
"40667","2024","00065892","9"
"40666","2024","00065892","27"
"40666","2024","00065892","28"
"40666","2024","00065892","29"
"40667","2024","00065892","8"
"40667","2024","00065892","11"
"40667","2024","00065892","12"
"40513","2024","00081160","1"
"40513","2024","00081160","2"
"40667","2024","00065892","13"
"40733","2024","00081609","1"
"40519","2024","00081172","1"
"40380","2024","00080954","1"
"40521","2024","00081176","1"
"40667","2024","00065892","14"
"40667","2024","00065892","15"
"40667","2024","00065892","16"
"40670","2024","00065892","1"
"40681","2024","00063215","2"
"40720","2024","00081580","1"
"40381","2024","00080954","2"
"40693","2024","00081517","1"
"40681","2024","00063215","3"
"40681","2024","00063215","4"
"40681","2024","00063215","1"
"40681","2024","00063215","5"
"40681","2024","00063215","6"
"40691","2024","00081512","1"
"40382","2024","00080954","3"
"40383","2024","00080954","4"
"41894","2024","00063620","27"
"41894","2024","00063620","20"
"41894","2024","00063620","19"
"41894","2024","00063620","18"
"40722","2024","00081585","1"
"40724","2024","00081587","1"
"40727","2024","00081595","1"
"40506","2024","00081144","1"
"40732","2024","00081607","1"
"40737","2024","00081615","1"
"40742","2024","00081621","1"
"40763","2024","00075286","2"
"40494","2024","00081122","1"
"40764","2024","00081667","1"
"40763","2024","00075286","1"
"40762","2024","00081665","1"
"40769","2024","00068676","5"
"41894","2024","00063620","22"
"41894","2024","00063620","24"
"41894","2024","00063620","25"
"41895","2024","00063620","1"
"41925","2024","00083543","1"
"41926","2024","00083543","2"
"41923","2024","00083539","1"
"41928","2024","00083549","1"
"41928","2024","00083549","2"
"42841","2024","00085091","3"
"42841","2024","00085091","4"
"44661","2024","00087347","1"
"41729","2024","00083252","1"
"42841","2024","00085091","1"
"42841","2024","00085091","2"
"41958","2024","00083599","1"
"41967","2024","00082824","1"
"41968","2024","00080856","1"
"41969","2024","00079984","1"
"41729","2024","00083252","2"
"41729","2024","00083252","3"
"44646","2024","00087342","1"
"41980","2024","00079271","1"
"41980","2024","00079271","2"
"44895","2025","00001306","1"
"44648","2025","00001015","1"
"44649","2024","00087343","1"
"44804","2025","00001157","1"
"44891","2025","00001300","1"
"44807","2024","00087473","1"
"44896","2025","00001308","1"
"44755","2024","00087431","1"
"41991","2024","00076880","1"
"41991","2024","00076880","2"
"44903","2025","00001318","1"
"44899","2024","00087541","1"
"44921","2024","00087555","1"
"42082","2024","00083797","1"
"47524","2025","00004956","1"
"45296","2024","00076618","3"
"45296","2024","00076618","1"
"45296","2024","00076618","4"
"45296","2024","00076618","5"
"45296","2024","00076618","6"
"44972","2025","00001407","1"
"44981","2024","00087590","1"
"44984","2025","00001421","1"
"45296","2024","00076618","7"
"45296","2024","00076618","8"
"45296","2024","00076618","9"
"45296","2024","00076618","10"
"45296","2024","00076618","11"
"45296","2024","00076618","12"
"45296","2024","00076618","13"
"45296","2024","00076618","14"
"45296","2024","00076618","15"
"45296","2024","00076618","16"
"45296","2024","00076618","17"
"45296","2024","00076618","18"
"45296","2024","00076618","19"
"45296","2024","00076618","20"
"45296","2024","00076618","21"
"45296","2024","00076618","22"
"45296","2024","00076618","23"
"45296","2024","00076618","24"
"45296","2024","00076618","25"
"47945","2025","00003101","2"
"47945","2025","00003101","3"
"45311","2024","00048819","1"
"45311","2024","00048819","2"
"45311","2024","00048819","3"
"45311","2024","00048819","4"
"45311","2024","00048819","5"
"45311","2024","00048819","6"
"45311","2024","00048819","7"
"45311","2024","00048819","8"
"45311","2024","00048819","9"
"45311","2024","00048819","10"
"47945","2025","00003101","4"
"47945","2025","00003101","5"
"47945","2025","00003101","6"
"47945","2025","00003101","7"
"47945","2025","00003101","8"
"47945","2025","00003101","9"
"47945","2025","00003101","10"
"47945","2025","00003101","11"
"47945","2025","00003101","12"
"47945","2025","00003101","13"
"47945","2025","00003101","14"
"47945","2025","00003101","15"
"47945","2025","00003101","16"
"48055","2025","00000172","1"
"47945","2025","00003101","18"
"47945","2025","00003101","19"
"47950","2025","00003101","20"
"48352","2025","00005036","1"
"48130","2025","00005963","1"
"48135","2025","00005970","1"
"49309","2025","00008310","1"
"49336","2025","00008363","1"
"26519","2024","00053334","1"
"26462","2024","00053220","1"
"26464","2024","00053221","2"
"26465","2024","00053222","1"
"26463","2024","00053221","1"
"26517","2024","00053333","1"
"26467","2024","00053226","1"
"26514","2024","00047378","1"
"26519","2024","00053334","2"
"26519","2024","00053334","3"
"26513","2024","00053331","1"
"26513","2024","00053331","2"
"26513","2024","00053331","3"
"26513","2024","00053331","4"
"26513","2024","00053331","5"
"26558","2024","00053383","1"
"26584","2024","00053414","1"
"26568","2024","00049053","1"
"26247","2024","00052759","1"
"26642","2024","00053566","2"
"26642","2024","00053566","1"
"26712","2024","00053740","1"
"26650","2024","00053094","1"
"26705","2024","00046578","1"
"26713","2024","00053138","1"
"26531","2024","00050158","1"
"27173","2024","00054528","1"
"26542","2024","00052359","1"
"27205","2024","00043916","1"
"27175","2024","00054534","1"
"27264","2024","00054712","1"
"27189","2024","00048775","1"
"27452","2024","00055089","1"
"27450","2024","00055082","1"
"26881","2024","00054010","1"
"26883","2024","00054013","1"
"27453","2024","00055091","1"
"26887","2024","00054020","1"
"26885","2024","00054016","1"
"26886","2024","00054019","1"
"27528","2024","00055260","1"
"27527","2024","00041407","1"
"26896","2024","00054031","1"
"27730","2024","00055776","1"
"26895","2024","00054033","1"
"26901","2024","00054041","1"
"26897","2024","00054034","1"
"26898","2024","00054036","1"
"27527","2024","00041407","2"
"26902","2024","00054045","1"
"26905","2024","00054055","1"
"27548","2024","00055292","1"
"26906","2024","00054056","1"
"26907","2024","00054056","2"
"27536","2024","00055274","1"
"26909","2024","00054057","1"
"26910","2024","00054057","2"
"26911","2024","00054057","3"
"26912","2024","00054057","4"
"26913","2024","00054057","5"
"26914","2024","00054060","1"
"26915","2024","00054060","2"
"26916","2024","00054061","1"
"27540","2024","00055278","2"
"27546","2024","00055288","1"
"26918","2024","00054064","1"
"28250","2024","00056996","1"
"28250","2024","00056996","2"
"27874","2024","00056112","1"
"28250","2024","00056996","3"
"27983","2024","00056308","1"
"28838","2024","00058239","1"
"27969","2024","00051883","1"
"27969","2024","00051883","2"
"27969","2024","00051883","3"
"28250","2024","00056996","4"
"28250","2024","00056996","5"
"28250","2024","00056996","6"
"28250","2024","00056996","7"
"28250","2024","00056996","8"
"28250","2024","00056996","9"
"28250","2024","00056996","10"
"28250","2024","00056996","11"
"28250","2024","00056996","12"
"28250","2024","00056996","13"
"28250","2024","00056996","14"
"28334","2024","00053213","1"
"28287","2024","00057096","1"
"28277","2024","00057076","1"
"28334","2024","00053213","2"
"28277","2024","00057076","2"
"28321","2024","00057168","1"
"28277","2024","00057076","3"
"28277","2024","00057076","4"
"28277","2024","00057076","5"
"28277","2024","00057076","6"
"28277","2024","00057076","7"
"28277","2024","00057076","8"
"28277","2024","00057076","9"
"28277","2024","00057076","10"
"28277","2024","00057076","11"
"28315","2024","00057156","1"
"29126","2024","00056645","1"
"28839","2024","00058239","2"
"27761","2024","00055840","1"
"28840","2024","00058239","3"
"29130","2024","00058828","1"
"29140","2024","00057350","1"
"29140","2024","00057350","2"
"29139","2024","00058462","1"
"28841","2024","00058239","4"
"29129","2024","00058820","1"
"29129","2024","00058820","2"
"28817","2024","00058227","1"
"28834","2024","00058227","18"
"28818","2024","00058227","2"
"28819","2024","00058227","3"
"28821","2024","00058227","5"
"28826","2024","00058227","10"
"28827","2024","00058227","11"
"28828","2024","00058227","12"
"28829","2024","00058227","13"
"28830","2024","00058227","14"
"28833","2024","00058227","17"
"29142","2024","00058856","1"
"29142","2024","00058856","2"
"29142","2024","00058856","3"
"29142","2024","00058856","4"
"28356","2024","00057271","1"
"28357","2024","00057271","2"
"28356","2024","00057271","3"
"29506","2024","00059708","1"
"29241","2024","00059105","1"
"29241","2024","00059105","2"
"29510","2024","00059716","1"
"29502","2024","00059704","1"
"29516","2024","00059739","1"
"29515","2024","00059737","1"
"29543","2024","00046894","1"
"29543","2024","00046894","2"
"29695","2024","00060305","1"
