"IDFATTURA","ANNO_PRA","NUM_PRA","PRG_VOCE"
"11495","2024","00024367","1"
"11482","2024","00024340","1"
"11487","2024","00020718","1"
"8320","2024","00018283","1"
"11491","2024","00024356","1"
"11490","2024","00024354","1"
"11496","2024","00024367","2"
"11497","2024","00023563","1"
"11503","2024","00024381","1"
"11501","2024","00021116","1"
"11504","2024","00024383","1"
"11506","2024","00024385","1"
"11507","2024","00024385","2"
"11519","2024","00024401","1"
"11528","2024","00018368","2"
"11517","2024","00024399","1"
"11518","2024","00023728","1"
"11567","2024","00024480","1"
"11524","2024","00024412","1"
"11528","2024","00018368","1"
"11528","2024","00018368","3"
"11528","2024","00018368","4"
"11528","2024","00018368","5"
"11528","2024","00018368","6"
"11528","2024","00018368","7"
"11528","2024","00018368","8"
"11528","2024","00018368","9"
"11528","2024","00018368","10"
"11528","2024","00018368","14"
"11530","2024","00018835","1"
"11530","2024","00018835","2"
"11530","2024","00018835","3"
"11530","2024","00018835","4"
"11530","2024","00018835","5"
"11530","2024","00018835","6"
"11530","2024","00018835","7"
"11530","2024","00018835","8"
"11592","2024","00024524","4"
"11605","2024","00024563","1"
"11584","2024","00024524","1"
"11590","2024","00024524","3"
"11485","2024","00024346","1"
"11619","2024","00009437","20"
"11606","2024","00024565","1"
"11607","2024","00024565","2"
"11550","2024","00024446","1"
"11550","2024","00024446","2"
"11578","2024","00010536","1"
"11579","2024","00024517","1"
"11611","2024","00024577","1"
"11613","2024","00024580","1"
"11562","2024","00024468","1"
"8008","2024","00017614","1"
"11624","2024","00009437","10"
"11566","2024","00024478","1"
"11296","2024","00023980","1"
"11397","2024","00024136","1"
"10999","2024","00023422","1"
"11529","2024","00024418","1"
"11523","2024","00024410","1"
"11553","2024","00024452","1"
"11624","2024","00009437","12"
"11624","2024","00009437","13"
"11624","2024","00009437","14"
"11565","2024","00024474","1"
"11624","2024","00009437","15"
"11624","2024","00009437","16"
"11624","2024","00009437","17"
"11624","2024","00009437","18"
"11624","2024","00009437","19"
"11624","2024","00009437","9"
"11624","2024","00009437","11"
"11620","2024","00024586","1"
"11625","2024","00009437","1"
"11625","2024","00009437","2"
"11625","2024","00009437","3"
"11625","2024","00009437","4"
"11625","2024","00009437","5"
"11622","2024","00024588","1"
"11626","2024","00024592","1"
"11626","2024","00024592","2"
"11626","2024","00024592","3"
"11626","2024","00024592","4"
"11632","2024","00024598","1"
"11634","2024","00015223","1"
"11634","2024","00015223","2"
"11634","2024","00015223","3"
"11634","2024","00015223","4"
"11702","2024","00024762","1"
"11600","2024","00024552","1"
"11653","2024","00024651","1"
"11651","2024","00024647","1"
"11703","2024","00004391","1"
"11641","2024","00024621","1"
"11703","2024","00004391","3"
"11642","2024","00024625","1"
"11639","2024","00024615","1"
"11640","2024","00024617","1"
"11643","2024","00024627","1"
"11703","2024","00004391","2"
"11629","2024","00014440","20"
"11628","2024","00014440","1"
"11703","2024","00004391","4"
"11681","2024","00024721","1"
"11682","2024","00004979","1"
"11682","2024","00004979","2"
"11682","2024","00004979","3"
"11718","2024","00024796","1"
"11703","2024","00004391","5"
"11703","2024","00004391","6"
"11703","2024","00004391","7"
"11703","2024","00004391","8"
"11703","2024","00004391","9"
"11703","2024","00004391","10"
"11703","2024","00004391","11"
"11703","2024","00004391","12"
"11703","2024","00004391","13"
"11703","2024","00004391","14"
"11704","2024","00024766","1"
"11720","2024","00024502","2"
"11720","2024","00024502","1"
"11720","2024","00024502","3"
"11720","2024","00024502","4"
"11720","2024","00024502","5"
"11720","2024","00024502","6"
"11720","2024","00024502","7"
"11720","2024","00024502","8"
"11720","2024","00024502","9"
"11720","2024","00024502","10"
"11720","2024","00024502","11"
"11720","2024","00024502","12"
"11720","2024","00024502","13"
"11720","2024","00024502","14"
"11720","2024","00024502","15"
"11720","2024","00024502","16"
"11720","2024","00024502","17"
"11720","2024","00024502","18"
"11740","2024","00024840","1"
"11730","2024","00024814","1"
"11730","2024","00024814","2"
"11730","2024","00024814","3"
"11730","2024","00024814","4"
"11730","2024","00024814","5"
"11730","2024","00024814","6"
"11731","2024","00024816","1"
"11734","2024","00023888","1"
"11752","2024","00024753","1"
"11763","2024","00024884","1"
"11753","2024","00024870","1"
"11764","2024","00024884","2"
"11875","2024","00025165","1"
"11773","2024","00024922","1"
"11803","2024","00024705","1"
"11791","2024","00024980","1"
"11769","2024","00024916","1"
"11812","2024","00025024","1"
"9528","2024","00020750","1"
"9528","2024","00020750","2"
"11864","2024","00025145","1"
"11852","2024","00025126","1"
"11827","2024","00025068","1"
"11865","2024","00025145","2"
"11885","2024","00025181","1"
"11872","2024","00025154","1"
"11888","2024","00014741","1"
"11888","2024","00014741","2"
"11860","2024","00021972","1"
"11860","2024","00021972","2"
"11853","2024","00025128","1"
"11857","2024","00025136","1"
"11802","2024","00025000","1"
"11876","2024","00025165","2"
"11895","2024","00025201","1"
"11913","2024","00025226","1"
"11890","2024","00025191","1"
"11892","2024","00025195","1"
"11877","2024","00025165","3"
"11884","2024","00025179","1"
"11914","2024","00023622","1"
"11896","2024","00025201","2"
"11894","2024","00025199","1"
"11901","2024","00025209","1"
"11893","2024","00025197","1"
"11889","2024","00025187","1"
"11882","2024","00025173","1"
"11880","2024","00025171","1"
"5587","2024","00007146","1"
"11897","2024","00025201","3"
"11921","2024","00025240","1"
"11903","2024","00025217","1"
"11904","2024","00025217","2"
"11905","2024","00025217","3"
"11906","2024","00025217","4"
"11911","2024","00025222","1"
"11917","2024","00023816","1"
"11918","2024","00024755","1"
"11915","2024","00025230","1"
"11919","2024","00025234","1"
"11950","2024","00019187","1"
"11920","2024","00025238","1"
"11929","2024","00025257","3"
"11930","2024","00025257","1"
"11927","2024","00025252","1"
"11927","2024","00025252","2"
"11925","2024","00025248","1"
"11926","2024","00025250","1"
"11928","2024","00025257","4"
"11930","2024","00025257","2"
"11931","2024","00025261","1"
"11932","2024","00025265","1"
"11937","2024","00025275","1"
"11934","2024","00025269","1"
"11935","2024","00025271","1"
"11936","2024","00025273","1"
"11938","2024","00025277","1"
"11941","2024","00025283","1"
"11942","2024","00025285","1"
"11949","2024","00024834","1"
"11953","2024","00025309","1"
"11954","2024","00025311","1"
"11422","2024","00024193","1"
"11423","2024","00024195","1"
"11426","2024","00024203","1"
"11427","2024","00024203","2"
"11527","2024","00019380","1"
"11444","2024","00024242","1"
"11528","2024","00018368","12"
"11528","2024","00018368","11"
"11528","2024","00018368","13"
"11528","2024","00018368","15"
"11761","2024","00020814","1"
"11707","2024","00024772","1"
"12458","2024","00024882","3"
"11770","2024","00023565","2"
"11779","2024","00024935","1"
"11770","2024","00023565","1"
"11789","2024","00024968","1"
"11792","2024","00024982","1"
"11775","2024","00024926","1"
"11778","2024","00024933","1"
"11549","2024","00024442","1"
"11780","2024","00024937","1"
"11780","2024","00024937","2"
"11784","2024","00024952","1"
"11788","2024","00024964","1"
"11794","2024","00024986","1"
"11965","2024","00025339","1"
"11959","2024","00025236","1"
"11986","2024","00025385","1"
"11960","2024","00025333","1"
"11960","2024","00025333","2"
"12002","2024","00024299","1"
"12502","2024","00026523","1"
"12002","2024","00024299","2"
"12003","2024","00011856","1"
"11987","2024","00023561","1"
"11988","2024","00025389","1"
"12003","2024","00011856","2"
"11992","2024","00025405","1"
"12003","2024","00011856","3"
"12003","2024","00011856","4"
"11999","2024","00025421","1"
"12080","2024","00025603","1"
"12082","2024","00025607","1"
"12005","2024","00025436","1"
"12005","2024","00025436","2"
"12182","2024","00025827","1"
"12199","2024","00025884","1"
"12148","2024","00025745","1"
"12012","2024","00025440","1"
"12251","2024","00025986","1"
"12014","2024","00025443","1"
"12015","2024","00025444","1"
"12100","2024","00025647","1"
"12145","2024","00025740","1"
"12016","2024","00024665","1"
"12245","2024","00025972","1"
"12351","2024","00026205","1"
"12200","2024","00025888","1"
"12198","2024","00025882","1"
"12197","2024","00025870","1"
"12201","2024","00025890","1"
"12191","2024","00025851","1"
"12238","2024","00025958","1"
"12025","2024","00025452","1"
"12223","2024","00025930","1"
"12026","2024","00023941","1"
"12209","2024","00024307","1"
"12209","2024","00024307","2"
"12206","2024","00025904","1"
"12217","2024","00025922","1"
"12210","2024","00025910","1"
"12213","2024","00025916","1"
"12205","2024","00025902","1"
"12220","2024","00025926","1"
"12225","2024","00025934","1"
"12221","2024","00025928","1"
"12222","2024","00025928","2"
"12218","2024","00025924","1"
"12226","2024","00025936","1"
"12204","2024","00025900","1"
"12227","2024","00025939","1"
"12228","2024","00025943","1"
"12188","2024","00025847","1"
"12246","2024","00025974","1"
"12234","2024","00025952","1"
"12243","2024","00025968","1"
"12242","2024","00025966","1"
"12240","2024","00025962","1"
"12244","2024","00025970","1"
"12247","2024","00025976","1"
"12458","2024","00024882","1"
"12249","2024","00025980","1"
"12254","2024","00025992","1"
"12350","2024","00026203","1"
"12423","2024","00026362","1"
"12368","2024","00026237","1"
"12458","2024","00024882","2"
"12081","2024","00009405","1"
"12081","2024","00009405","2"
"12081","2024","00009405","3"
"12081","2024","00009405","4"
"12081","2024","00009405","5"
"12081","2024","00009405","9"
"12081","2024","00009405","10"
"12081","2024","00009405","11"
"12081","2024","00009405","12"
"12081","2024","00009405","13"
"12081","2024","00009405","14"
"12081","2024","00009405","15"
"12081","2024","00009405","16"
"12081","2024","00009405","17"
"12458","2024","00024882","4"
"12268","2024","00024996","1"
"12270","2024","00026040","1"
"12458","2024","00024882","5"
"12306","2024","00026124","1"
"12440","2024","00026394","1"
"12458","2024","00024882","6"
"12458","2024","00024882","7"
"12458","2024","00024882","8"
"12458","2024","00024882","9"
"12458","2024","00024882","10"
"12458","2024","00024882","11"
"12458","2024","00024882","12"
"12458","2024","00024882","13"
"12458","2024","00024882","14"
"12458","2024","00024882","15"
"12458","2024","00024882","16"
"12458","2024","00024882","17"
"12458","2024","00024882","18"
"12458","2024","00024882","19"
"12458","2024","00024882","20"
"12458","2024","00024882","21"
"12458","2024","00024882","22"
"12505","2024","00026527","1"
"12570","2024","00026655","1"
"12485","2024","00026487","1"
"12533","2024","00026592","1"
"12529","2024","00026582","2"
"12519","2024","00026559","1"
"12518","2024","00024360","1"
"12569","2024","00026653","1"
"12528","2024","00026582","1"
"12510","2024","00026545","1"
"12536","2024","00026596","1"
"12547","2024","00025048","5"
"12548","2024","00026623","1"
"12552","2024","00026629","1"
"12540","2024","00026603","1"
"12555","2024","00026635","1"
"12556","2024","00026637","1"
"12557","2024","00026639","1"
"12586","2024","00026693","1"
"12582","2024","00026685","1"
"12585","2024","00026691","1"
"12544","2024","00026613","1"
"12543","2024","00026611","1"
"12573","2024","00026661","1"
"12580","2024","00026681","1"
"12591","2024","00026710","1"
"12623","2024","00026769","1"
"12594","2024","00026716","1"
"12600","2024","00026726","1"
"12626","2024","00026776","1"
"12637","2024","00025597","1"
"12658","2024","00026841","1"
"12800","2024","00027122","1"
"12642","2024","00026798","1"
"12798","2024","00027118","1"
"12701","2024","00026919","1"
"12688","2024","00026895","1"
"12718","2024","00026957","1"
"12619","2024","00026760","1"
"12725","2024","00026975","1"
"12717","2024","00026955","1"
"12700","2024","00026917","1"
"12687","2024","00026893","1"
"12740","2024","00023185","1"
"12791","2024","00017352","1"
"12793","2024","00027113","2"
"12815","2024","00027157","1"
"12923","2024","00027393","1"
"12932","2024","00027030","1"
"12818","2024","00027163","1"
"12932","2024","00027030","2"
"12918","2024","00027379","1"
"12922","2024","00027389","1"
"12805","2024","00027140","1"
"12823","2024","00027177","1"
"12826","2024","00027183","1"
"12837","2024","00027211","1"
"12849","2024","00027239","1"
"12850","2024","00027241","1"
"12852","2024","00027245","1"
"12838","2024","00027213","1"
"12839","2024","00027215","1"
"12860","2024","00027269","1"
"12845","2024","00027229","1"
"12862","2024","00027273","1"
"12921","2024","00027387","1"
"12861","2024","00027271","1"
"12853","2024","00027247","1"
"12865","2024","00027279","1"
"12835","2024","00027205","1"
"12864","2024","00027277","1"
"12869","2024","00027287","1"
"12868","2024","00027285","1"
"12866","2024","00027281","1"
"12871","2024","00027291","1"
"12887","2024","00027323","1"
"12873","2024","00027295","1"
"12888","2024","00027325","1"
"12876","2024","00027301","1"
"12907","2024","00027360","1"
"12877","2024","00027303","1"
"12885","2024","00027319","1"
"12886","2024","00027321","1"
"12893","2024","00027335","1"
"12892","2024","00027333","1"
"12903","2024","00027352","1"
"12900","2024","00027347","1"
"12901","2024","00027351","1"
"12894","2024","00027337","1"
"12859","2024","00027259","1"
"12858","2024","00027257","1"
"12879","2024","00027307","1"
"12891","2024","00027331","1"
"12890","2024","00027329","1"
"12883","2024","00027315","1"
"12882","2024","00027313","1"
"12836","2024","00027207","1"
"12880","2024","00027309","1"
"12881","2024","00027311","1"
"12872","2024","00027293","1"
"12870","2024","00027289","1"
"12846","2024","00027231","1"
"12851","2024","00027243","1"
"12913","2024","00027375","1"
"12899","2024","00027345","1"
"12847","2024","00027235","1"
"12912","2024","00027373","1"
"12848","2024","00027237","1"
"12842","2024","00027221","1"
"12844","2024","00027227","1"
"12819","2024","00027167","1"
"12854","2024","00027249","1"
"12855","2024","00027251","1"
"12820","2024","00027169","1"
"12812","2024","00027154","1"
"12827","2024","00027183","2"
"12834","2024","00027203","1"
"11421","2024","00024192","1"
"12364","2024","00026233","1"
"11505","2024","00020441","2"
"11505","2024","00020441","1"
"11516","2024","00023741","1"
"11516","2024","00023741","2"
"11526","2024","00021088","1"
"11581","2024","00024519","1"
"11525","2024","00024416","1"
"11526","2024","00021088","3"
"11526","2024","00021088","2"
"11526","2024","00021088","4"
"11526","2024","00021088","5"
"11526","2024","00021088","6"
"11526","2024","00021088","7"
"11558","2024","00024460","1"
"11610","2024","00024575","2"
"11596","2024","00024545","1"
"11610","2024","00024575","1"
"11678","2024","00024711","1"
"11706","2024","00024770","1"
"12530","2024","00026586","1"
"11673","2024","00024697","1"
"11700","2024","00024759","1"
"11684","2024","00024729","1"
"11686","2024","00024733","1"
"11694","2024","00024741","1"
"11692","2024","00024739","1"
"11695","2024","00024743","1"
"11693","2024","00024739","2"
"11697","2024","00024749","1"
"11696","2024","00024745","1"
"11679","2024","00024715","1"
"11687","2024","00024735","1"
"11669","2024","00024685","1"
"11685","2024","00024731","1"
"11680","2024","00024717","1"
"11672","2024","00024691","1"
"11699","2024","00024757","1"
"11645","2024","00024631","1"
"11701","2024","00024761","1"
"11674","2024","00024699","1"
"11677","2024","00024707","1"
"11683","2024","00024727","1"
"11705","2024","00024768","1"
"11710","2024","00024780","1"
"11709","2024","00024778","1"
"11712","2024","00024788","2"
"11724","2024","00024806","1"
"11725","2024","00024808","1"
"11741","2024","00024842","1"
"11742","2024","00024844","1"
"11750","2024","00024860","2"
"11754","2024","00024872","1"
"11713","2024","00024788","3"
"11714","2024","00024788","4"
"11715","2024","00024788","5"
"11716","2024","00024788","6"
"11711","2024","00024788","1"
"11717","2024","00024792","1"
"12212","2024","00023110","1"
"11755","2024","00024872","2"
"11759","2024","00024876","1"
"11760","2024","00024878","1"
"11820","2024","00025050","1"
"11867","2024","00025148","1"
"11868","2024","00025150","1"
"12001","2024","00024297","1"
"12051","2024","00025535","1"
"12061","2024","00014880","2"
"12129","2024","00025703","2"
"12202","2024","00025894","1"
"12061","2024","00014880","4"
"12061","2024","00014880","3"
"12064","2024","00025565","1"
"12128","2024","00025703","1"
"12135","2024","00025715","1"
"12196","2024","00025866","1"
"12235","2024","00024800","4"
"12214","2024","00025918","1"
"12229","2024","00017090","1"
"12235","2024","00024800","5"
"12233","2024","00025949","1"
"12235","2024","00024800","6"
"12235","2024","00024800","7"
"12235","2024","00024800","8"
"12235","2024","00024800","9"
"12235","2024","00024800","10"
"12235","2024","00024800","11"
"12235","2024","00024800","12"
"12235","2024","00024800","13"
"12235","2024","00024800","14"
"12235","2024","00024800","15"
"12235","2024","00024800","16"
"12235","2024","00024800","17"
"12235","2024","00024800","18"
"12235","2024","00024800","19"
"12235","2024","00024800","20"
"12235","2024","00024800","21"
"12235","2024","00024800","22"
"12235","2024","00024800","23"
"12235","2024","00024800","24"
"12235","2024","00024800","25"
"12362","2024","00026227","1"
"12114","2024","00025683","1"
"12279","2024","00026070","1"
"11118","2024","00023626","1"
"12321","2024","00025750","1"
"12309","2024","00026129","1"
"12314","2024","00026139","1"
"12315","2024","00026144","1"
"12323","2024","00025734","1"
"12324","2024","00026154","1"
"12281","2024","00026078","1"
"12329","2024","00026164","1"
"12327","2024","00026160","1"
"12331","2024","00017868","1"
"12331","2024","00017868","2"
"12331","2024","00017868","3"
"12331","2024","00017868","4"
"12331","2024","00017868","5"
"12346","2024","00026187","1"
"12327","2024","00026160","2"
"12379","2024","00026259","1"
"12376","2024","00026253","1"
"12377","2024","00026255","1"
"12380","2024","00026263","1"
"12389","2024","00026277","1"
"12391","2024","00026280","1"
"12392","2024","00026280","2"
"12414","2024","00026340","2"
"12403","2024","00026313","1"
"12398","2024","00026297","1"
"12399","2024","00026297","2"
"12400","2024","00026301","1"
"12409","2024","00026323","1"
"12411","2024","00026327","1"
"12414","2024","00026340","1"
"12416","2024","00026344","1"
"12457","2024","00026446","1"
"12419","2024","00023868","1"
"12481","2024","00026479","2"
"12425","2024","00024404","1"
"12459","2024","00026448","1"
"12427","2024","00026368","1"
"12509","2024","00026539","1"
"12461","2024","00026452","1"
"12467","2024","00026463","1"
"12501","2024","00026521","1"
"12463","2024","00026454","2"
"12462","2024","00026454","1"
"12486","2024","00026489","1"
"12481","2024","00026479","3"
"12494","2024","00026511","1"
"12471","2024","00026471","1"
"12497","2024","00023673","1"
"12497","2024","00023673","2"
"12539","2024","00026601","1"
"12469","2024","00026469","1"
"12488","2024","00026493","1"
"12506","2024","00026529","1"
"12512","2024","00026549","1"
"12660","2024","00026845","1"
"12513","2024","00026551","1"
"12511","2024","00026547","1"
"12598","2024","00026398","1"
"12584","2024","00026689","1"
"12590","2024","00026708","1"
"12608","2024","00026739","1"
"12602","2024","00026732","1"
"12620","2024","00026763","1"
"12609","2024","00026741","1"
"10806","2024","00023014","1"
"12617","2024","00008848","1"
"12617","2024","00008848","2"
"12617","2024","00008848","4"
"12617","2024","00008848","5"
"12617","2024","00008848","6"
"12617","2024","00008848","7"
"12617","2024","00008848","8"
"12617","2024","00008848","9"
"12617","2024","00008848","10"
"12617","2024","00008848","11"
"12617","2024","00008848","12"
"12617","2024","00008848","13"
"12617","2024","00008848","14"
"12617","2024","00008848","15"
"12617","2024","00008848","16"
"12617","2024","00008848","17"
"12617","2024","00008848","18"
"12660","2024","00026845","2"
"12660","2024","00026845","3"
"12672","2024","00026865","2"
"12671","2024","00026865","1"
"12676","2024","00026873","1"
"12792","2024","00027113","1"
"12768","2024","00024846","1"
"12785","2024","00027102","1"
"12961","2024","00026531","1"
"12686","2024","00026891","1"
"12716","2024","00026953","2"
"12712","2024","00026943","1"
"12962","2024","00023682","4"
"12726","2024","00025046","3"
"12726","2024","00025046","1"
"12726","2024","00025046","2"
"12726","2024","00025046","4"
"12726","2024","00025046","5"
"12726","2024","00025046","6"
"12726","2024","00025046","7"
"12804","2024","00027138","1"
"12716","2024","00026953","1"
"12716","2024","00026953","3"
"12716","2024","00026953","4"
"12716","2024","00026953","5"
"12680","2024","00026881","1"
"12684","2024","00026889","1"
"12840","2024","00025387","1"
"12841","2024","00025908","1"
"12938","2024","00025163","1"
"12939","2024","00020243","1"
"6160","2024","00002016","2"
"6160","2024","00002016","3"
"12940","2024","00027417","1"
"12884","2024","00027317","1"
"6160","2024","00002016","4"
"6160","2024","00002016","5"
"6160","2024","00002016","6"
"12774","2024","00027082","1"
"12775","2024","00027082","3"
"12776","2024","00027082","2"
"6160","2024","00002016","7"
"6160","2024","00002016","8"
"6160","2024","00002016","9"
"6160","2024","00002016","10"
"6160","2024","00002016","11"
"6160","2024","00002016","12"
"12951","2024","00027441","1"
"12962","2024","00023682","1"
"12962","2024","00023682","3"
"12962","2024","00023682","6"
"12962","2024","00023682","7"
"12962","2024","00023682","8"
"12962","2024","00023682","9"
"12964","2024","00027472","1"
"12974","2024","00027498","1"
"12985","2024","00027542","1"
"12975","2024","00027498","2"
"12987","2024","00027546","1"
"12988","2024","00027548","1"
"12981","2024","00027526","1"
"12986","2024","00027544","1"
"12984","2024","00027540","1"
"12989","2024","00027552","1"
"12990","2024","00027554","1"
"12996","2024","00027582","1"
"12997","2024","00027584","1"
"12995","2024","00027580","1"
"12998","2024","00027586","1"
"11469","2024","00020258","1"
"11386","2024","00024122","1"
"11351","2024","00024080","1"
"8545","2024","00018723","1"
"11350","2024","00024078","1"
"11367","2024","00024108","1"
"11380","2024","00024120","1"
"11428","2024","00024205","1"
"11420","2024","00024190","1"
"11381","2024","00024120","2"
"11382","2024","00024120","3"
"11383","2024","00024120","4"
"11384","2024","00024120","5"
"11385","2024","00024120","6"
"11309","2024","00024022","1"
"11308","2024","00024020","1"
"11310","2024","00024024","1"
"11298","2024","00023984","1"
"11293","2024","00023970","1"
"11294","2024","00023974","1"
"11434","2024","00024219","1"
"11414","2024","00024174","1"
"11424","2024","00024197","1"
"11303","2024","00024012","1"
"11440","2024","00024231","1"
"11463","2024","00024282","1"
"11467","2024","00023549","1"
"11631","2024","00024596","1"
"11472","2024","00024311","1"
"11660","2024","00022856","1"
"11721","2024","00021184","1"
"11719","2024","00024802","1"
"10601","2024","00022627","1"
"11729","2024","00024812","1"
"11732","2024","00024818","1"
"11744","2024","00024850","1"
"11743","2024","00024848","1"
"11746","2024","00024852","1"
"11737","2024","00024830","1"
"11801","2024","00024030","1"
"11800","2024","00024998","1"
"11772","2024","00022977","1"
"11842","2024","00025106","1"
"11801","2024","00024030","2"
"11821","2024","00009551","1"
"11805","2024","00025004","1"
"11843","2024","00025108","1"
"12032","2024","00025479","1"
"11847","2024","00025116","1"
"11849","2024","00025120","1"
"12034","2024","00025483","1"
"11838","2024","00025098","1"
"11839","2024","00025100","1"
"11841","2024","00025104","1"
"11834","2024","00025082","1"
"11807","2024","00025010","1"
"11840","2024","00025102","1"
"11828","2024","00025070","1"
"11824","2024","00025062","1"
"11813","2024","00025026","1"
"12049","2024","00025531","1"
"12063","2024","00025563","1"
"12060","2024","00025557","1"
"11854","2024","00025130","1"
"12089","2024","00017711","1"
"12158","2024","00025769","1"
"12021","2024","00025450","1"
"12021","2024","00025450","2"
"12022","2024","00025450","3"
"12023","2024","00025450","4"
"12024","2024","00025450","5"
"12024","2024","00025450","6"
"12024","2024","00025450","7"
"12024","2024","00025450","8"
"12035","2024","00025489","1"
"12167","2024","00025793","1"
"12143","2024","00025738","1"
"12155","2024","00025761","1"
"12219","2024","00008858","3"
"12074","2024","00025593","1"
"12137","2024","00025719","1"
"12124","2024","00025695","1"
"12085","2024","00025613","1"
"12072","2024","00025585","1"
"12073","2024","00025587","1"
"12102","2024","00025659","1"
"12107","2024","00025669","1"
"12078","2024","00025599","1"
"12157","2024","00025768","1"
"12160","2024","00025775","1"
"12130","2024","00025705","1"
"12162","2024","00025781","1"
"12166","2024","00025789","1"
"12091","2024","00025625","1"
"12151","2024","00025755","1"
"12133","2024","00025711","1"
"12219","2024","00008858","1"
"12219","2024","00008858","2"
"12219","2024","00008858","4"
"12284","2024","00026084","1"
"12340","2024","00026178","1"
"12336","2024","00026172","1"
"12318","2024","00026146","1"
"12349","2024","00026201","1"
"12343","2024","00026186","1"
"12328","2024","00026162","1"
"12272","2024","00026042","1"
"12280","2024","00026076","1"
"12267","2024","00026028","1"
"12278","2024","00026066","1"
"12273","2024","00026046","1"
"12374","2024","00026245","1"
"12292","2024","00026104","1"
"12284","2024","00026084","2"
"12284","2024","00026084","3"
"12406","2024","00026319","2"
"11646","2024","00024633","1"
"12406","2024","00026319","1"
"12147","2024","00025743","1"
"12410","2024","00017415","1"
"12410","2024","00017415","2"
"12410","2024","00017415","3"
"12412","2024","00026331","1"
"12446","2024","00026422","1"
"12444","2024","00026417","1"
"12474","2024","00020117","1"
"12474","2024","00020117","2"
"12450","2024","00026435","1"
"12474","2024","00020117","3"
"12474","2024","00020117","4"
"12454","2024","00026440","1"
"12454","2024","00026440","2"
"12455","2024","00026443","1"
"12474","2024","00020117","5"
"12474","2024","00020117","6"
"12474","2024","00020117","7"
"12474","2024","00020117","8"
"12474","2024","00020117","9"
"12474","2024","00020117","10"
"12474","2024","00020117","11"
"12474","2024","00020117","12"
"12474","2024","00020117","13"
"12474","2024","00020117","14"
"12474","2024","00020117","15"
"12474","2024","00020117","16"
"12474","2024","00020117","17"
"12474","2024","00020117","18"
"12546","2024","00026619","1"
"12562","2024","00026649","1"
"12541","2024","00026605","1"
"12574","2024","00026663","1"
"12578","2024","00026673","1"
"12579","2024","00026675","1"
"12495","2024","00015053","1"
"12495","2024","00015053","2"
"12571","2024","00026657","1"
"12498","2024","00025757","1"
"12561","2024","00026647","1"
"9481","2024","00020608","1"
"12484","2024","00026485","1"
"12493","2024","00026509","1"
"12581","2024","00026683","1"
"12646","2024","00013790","6"
"12576","2024","00026667","1"
"12577","2024","00026669","1"
"12593","2024","00026714","1"
"12583","2024","00026687","1"
"12553","2024","00026631","1"
"12549","2024","00026625","1"
"12563","2024","00026649","2"
"12564","2024","00026649","3"
"12542","2024","00026609","2"
"12592","2024","00026712","1"
"12596","2024","00026722","1"
"12601","2024","00026728","1"
"12721","2024","00026963","1"
"12625","2024","00026773","1"
"12622","2024","00026767","1"
"12646","2024","00013790","5"
"12646","2024","00013790","9"
"12665","2024","00026858","1"
"12645","2024","00013790","1"
"12645","2024","00013790","3"
"12645","2024","00013790","4"
"12645","2024","00013790","7"
"12645","2024","00013790","8"
"12645","2024","00013790","10"
"12675","2024","00026871","1"
"12663","2024","00026854","1"
"12663","2024","00026854","2"
"12669","2024","00026862","1"
"12670","2024","00026864","1"
"12674","2024","00026869","1"
"12677","2024","00026875","1"
"12705","2024","00026931","1"
"12695","2024","00026907","1"
"12615","2024","00026754","1"
"12719","2024","00026959","1"
"12711","2024","00026941","1"
"12738","2024","00023543","1"
"12720","2024","00026961","1"
"12780","2024","00027086","1"
"12741","2024","00008625","2"
"12724","2024","00026971","1"
"12713","2024","00026949","1"
"12706","2024","00026933","1"
"12722","2024","00026967","1"
"12689","2024","00026897","1"
"12741","2024","00008625","1"
"12741","2024","00008625","3"
"12744","2024","00025771","1"
"12742","2024","00014653","1"
"12742","2024","00014653","2"
"12742","2024","00014653","3"
"12742","2024","00014653","4"
"12742","2024","00014653","5"
"12742","2024","00014653","6"
"12742","2024","00014653","7"
"12736","2024","00026998","1"
"12704","2024","00026923","1"
"12691","2024","00026899","2"
"12735","2024","00026996","1"
"12734","2024","00026993","1"
"12697","2024","00026911","1"
"12733","2024","00026991","1"
"12723","2024","00026969","1"
"12749","2024","00027010","1"
"12757","2024","00027034","1"
"12727","2024","00026977","1"
"12752","2024","00027024","1"
"12754","2024","00027032","1"
"12739","2024","00027002","1"
"12759","2024","00027050","1"
"12782","2024","00027088","1"
"12784","2024","00027092","1"
"12788","2024","00027108","1"
"12731","2024","00026987","1"
"12731","2024","00026987","2"
"12731","2024","00026987","3"
"12731","2024","00026987","4"
"12731","2024","00026987","5"
"12731","2024","00026987","6"
"12766","2024","00027060","1"
"12790","2024","00027110","1"
"12795","2024","00026553","1"
"12796","2024","00022391","1"
"12796","2024","00022391","2"
"11322","2024","00024042","1"
"11326","2024","00024050","1"
"11325","2024","00024048","1"
"11323","2024","00024044","1"
"11462","2024","00024286","1"
"11410","2024","00024166","1"
"11413","2024","00024172","1"
"11324","2024","00024046","1"
"11307","2024","00024018","1"
"11301","2024","00024000","1"
"11321","2024","00024038","1"
"11433","2024","00024217","1"
"11291","2024","00023968","1"
"11328","2024","00024054","1"
"11329","2024","00024054","2"
"11339","2024","00024070","1"
"11358","2024","00024092","1"
"11291","2024","00023968","2"
"11291","2024","00023968","3"
